Booking Time,Competitors Rates ($),Room Price ($),Local Events/Attractions,Length of Stay (nights),Room Availability,Room Type
04-04-2024 11:00,"115, 120, 110, 130",94,0,1,16,Standard
24-04-2024 08:00,"120, 125, 115, 130",154,0,3,10,Standard
01-04-2024 15:00,"115, 120, 110, 130",110,0,3,14,Standard
01-04-2024 12:00,"125, 130, 120, 140",156,Marathon,3,3,Pro
20-04-2024 12:00,"120, 125, 115, 130",118,0,3,4,Standard
23-04-2024 11:00,"125, 130, 120, 140",155,Marathon,3,2,Pro
05-04-2024 08:00,"130, 135, 125, 145",104,0,1,16,Standard
11-04-2024 10:00,"110, 115, 105, 120",118,0,3,15,Standard
06-04-2024 10:00,"125, 130, 120, 140",125,Food festival,3,2,Pro
05-04-2024 08:00,"110, 115, 105, 120",127,0,3,15,Standard
11-04-2024 10:00,"130, 135, 120, 125",106,Food festival,2,4,Standard
10-04-2024 12:00,"115, 120, 110, 130",96,0,1,19,Standard
26-04-2024 12:00,"125, 130, 120, 140",139,Marathon,3,3,Pro
26-04-2024 10:00,"115, 120, 110, 130",114,0,4,18,Standard
28-04-2024 08:00,"130, 135, 125, 145",131,0,3,2,Pro
28-04-2024 12:00,"115, 120, 110, 130",105,0,1,16,Standard
09-04-2024 13:00,"130, 135, 125, 145",142,0,4,7,Pro
14-04-2024 08:00,"115, 120, 110, 130",86,0,1,17,Standard
04-04-2024 11:00,"130, 135, 125, 145",174,0,3,2,Pro
17-04-2024 10:00,"130, 135, 125, 145",112,0,3,4,Standard
24-04-2024 12:00,"125, 130, 120, 140",157,Marathon,3,2,Pro
01-04-2024 15:00,"115, 120, 110, 130",104,0,1,15,Standard
08-04-2024 12:00,"125, 130, 120, 140",180,Marathon,4,3,Pro
07-04-2024 11:00,"125, 130, 120, 140",96,0,3,14,Standard
29-04-2024 10:00,"130, 135, 125, 145",159,0,2,2,Pro
04-04-2024 11:00,"110, 115, 105, 120",103,0,3,17,Standard
24-04-2024 12:00,"110, 115, 105, 120",160,0,3,13,Pro
10-04-2024 08:00,"125, 130, 120, 140",142,0,4,2,Pro
06-04-2024 12:00,"130, 135, 120, 125",109,0,3,18,Standard
18-04-2024 08:00,"130, 135, 125, 145",169,Marathon,3,5,Pro
18-04-2024 10:00,"125, 130, 120, 140",178,Marathon,2,2,Pro
01-04-2024 09:00,"130, 135, 120, 125",180,0,4,2,Standard
17-04-2024 12:00,"130, 135, 125, 145",178,Marathon,4,7,Pro
29-04-2024 08:00,"125, 130, 120, 140",130,0,3,13,Standard
05-04-2024 12:00,"115, 120, 110, 130",108,0,3,12,Standard
19-04-2024 09:00,"130, 135, 125, 145",110,0,4,14,Pro
25-04-2024 11:00,"115, 120, 110, 130",161,0,2,5,Standard
04-04-2024 08:00,"110, 115, 105, 120",108,0,2,14,Standard
11-04-2024 08:00,"115, 120, 110, 130",101,0,4,4,Standard
29-04-2024 12:00,"130, 135, 125, 145",169,Marathon,3,7,Pro
15-04-2024 11:30,"130, 135, 125, 145",124,0,3,13,Standard
28-04-2024 08:00,"120, 125, 115, 130",160,0,3,3,Pro
10-04-2024 12:00,"130, 135, 125, 145",98,0,1,17,Standard
24-04-2024 12:00,"115, 120, 110, 130",96,0,3,8,Standard
11-04-2024 12:00,"125, 130, 120, 140",146,Business convention,3,2,Pro
14-04-2024 08:00,"115, 120, 110, 130",125,Concert,3,5,Standard
16-04-2024 08:00,"125, 130, 120, 140",134,Marathon,4,3,Pro
02-04-2024 12:45,"120, 125, 115, 135",96,0,4,13,Standard
09-04-2024 13:00,"120, 125, 115, 130",163,0,2,5,Pro
26-04-2024 10:00,"110, 115, 105, 120",80,0,3,14,Standard
18-04-2024 08:00,"115, 120, 110, 130",91,0,3,15,Standard
14-04-2024 12:00,"115, 120, 110, 130",169,0,3,16,Standard
17-04-2024 08:00,"120, 125, 115, 130",140,0,4,15,Pro
28-04-2024 10:00,"120, 125, 115, 135",139,0,2,7,Standard
02-04-2024 12:45,"115, 120, 110, 130",103,0,3,15,Standard
24-04-2024 10:00,"130, 135, 125, 145",96,0,3,9,Standard
11-04-2024 10:00,"120, 125, 115, 130",125,0,4,18,Pro
26-04-2024 12:00,"130, 135, 125, 145",115,0,2,2,Pro
01-04-2024 15:00,"130, 135, 120, 125",103,0,3,17,Standard
08-04-2024 10:00,"120, 125, 115, 130",96,0,3,13,Standard
05-04-2024 12:00,"125, 130, 120, 140",152,Marathon,3,6,Pro
11-04-2024 08:00,"110, 115, 105, 120",157,0,2,3,Standard
05-04-2024 08:00,"125, 130, 120, 140",163,Food festival,3,5,Pro
23-04-2024 12:30,"130, 135, 125, 145",132,Concert,4,3,Pro
17-04-2024 08:00,"110, 115, 105, 120",90,0,3,11,Standard
28-04-2024 08:00,"115, 120, 110, 130",126,0,3,12,Standard
17-04-2024 08:00,"115, 120, 110, 130",130,0,2,18,Standard
22-04-2024 10:00,"115, 120, 110, 130",81,0,1,13,Standard
17-04-2024 08:00,"110, 115, 105, 120",89,0,3,14,Standard
26-04-2024 10:00,"110, 115, 105, 120",110,0,3,12,Standard
25-04-2024 11:00,"115, 120, 110, 130",115,0,1,15,Standard
24-04-2024 08:00,"115, 120, 110, 130",99,0,3,11,Standard
14-04-2024 08:00,"130, 135, 125, 145",175,Conference,3,4,Pro
09-04-2024 13:00,"110, 115, 105, 120",106,0,3,15,Standard
11-04-2024 12:00,"130, 135, 125, 145",124,0,2,6,Pro
17-04-2024 12:00,"115, 120, 110, 130",167,Conference,1,12,Pro
23-04-2024 11:00,"130, 135, 125, 145",166,0,2,3,Pro
16-04-2024 12:00,"130, 135, 125, 145",103,0,3,15,Standard
07-04-2024 11:00,"120, 125, 115, 130",118,0,1,15,Standard
29-04-2024 08:00,"125, 130, 120, 140",145,Conference,3,3,Pro
22-04-2024 08:00,"130, 135, 120, 125",170,Marathon,3,5,Pro
27-04-2024 11:30,"120, 125, 115, 130",127,0,3,14,Pro
10-04-2024 08:00,"125, 130, 120, 140",153,Business convention,2,11,Pro
14-04-2024 08:00,"130, 135, 125, 145",94,0,3,4,Pro
04-04-2024 11:00,"130, 135, 120, 125",95,0,1,15,Standard
12-04-2024 12:00,"120, 125, 115, 130",115,0,4,12,Standard
15-04-2024 13:00,"115, 120, 110, 130",106,0,3,13,Standard
06-04-2024 10:00,"125, 130, 120, 140",168,Marathon,2,3,Pro
24-04-2024 08:00,"120, 125, 115, 130",171,Marathon,4,4,Pro
09-04-2024 13:00,"115, 120, 110, 130",80,0,3,14,Standard
18-04-2024 08:00,"115, 120, 110, 130",97,0,3,16,Standard
28-04-2024 10:00,"115, 120, 110, 130",97,0,1,11,Standard
07-04-2024 09:00,"120, 125, 115, 135",102,0,3,12,Standard
28-04-2024 12:00,"125, 130, 120, 140",156,Concert,2,4,Pro
22-04-2024 12:00,"125, 130, 120, 140",117,0,4,18,Pro
17-04-2024 10:00,"120, 125, 115, 130",137,Marathon,2,4,Pro
14-04-2024 12:00,"110, 115, 105, 120",113,0,3,16,Standard
17-04-2024 08:00,"110, 115, 105, 120",109,0,2,13,Standard
07-04-2024 11:00,"120, 125, 115, 130",138,0,1,5,Pro
05-04-2024 12:00,"125, 130, 120, 140",157,Marathon,3,2,Pro
27-04-2024 13:00,"125, 130, 120, 140",146,Marathon,3,6,Pro
24-04-2024 12:00,"130, 135, 125, 145",130,0,3,15,Standard
20-04-2024 08:00,"125, 130, 120, 140",133,Marathon,2,3,Pro
09-04-2024 13:00,"115, 120, 110, 130",110,0,4,17,Standard
13-04-2024 09:00,"125, 130, 120, 140",130,Conference,4,3,Pro
24-04-2024 10:00,"115, 120, 110, 130",125,0,2,15,Standard
23-04-2024 12:30,"110, 115, 105, 120",84,0,3,14,Standard
26-04-2024 10:00,"130, 135, 125, 145",141,0,2,7,Pro
22-04-2024 12:00,"110, 115, 105, 120",124,0,1,11,Standard
17-04-2024 12:00,"120, 125, 115, 135",100,0,2,17,Standard
22-04-2024 12:00,"125, 130, 120, 140",168,0,3,2,Pro
08-04-2024 08:00,"110, 115, 105, 120",96,0,3,15,Standard
20-04-2024 10:00,"130, 135, 125, 145",131,0,2,3,Pro
29-04-2024 08:00,"130, 135, 125, 145",151,0,3,3,Pro
16-04-2024 12:00,"115, 120, 110, 130",92,0,1,14,Standard
16-04-2024 12:00,"115, 120, 110, 130",113,0,3,10,Standard
30-04-2024 08:00,"115, 120, 110, 130",103,0,3,15,Standard
19-04-2024 09:00,"120, 125, 115, 130",123,0,3,12,Pro
15-04-2024 09:00,"125, 130, 120, 140",156,0,4,12,Pro
03-04-2024 11:30,"130, 135, 125, 145",102,0,3,15,Standard
29-04-2024 08:00,"130, 135, 120, 125",112,0,3,5,Pro
05-04-2024 10:00,"120, 125, 115, 135",163,0,2,5,Pro
02-04-2024 08:00,"115, 120, 110, 130",114,0,3,16,Standard
29-04-2024 08:00,"130, 135, 125, 145",139,Conference,4,12,Pro
28-04-2024 08:00,"125, 130, 120, 140",113,0,3,11,Standard
25-04-2024 11:00,"130, 135, 125, 145",88,0,3,16,Standard
27-04-2024 13:00,"125, 130, 120, 140",151,0,3,2,Standard
15-04-2024 09:00,"125, 130, 120, 140",146,0,3,13,Standard
12-04-2024 12:00,"115, 120, 110, 130",113,0,3,14,Standard
08-04-2024 12:00,"130, 135, 125, 145",153,Marathon,2,3,Pro
07-04-2024 09:00,"110, 115, 105, 120",105,0,3,15,Standard
25-04-2024 09:00,"110, 115, 105, 120",145,0,3,15,Pro
04-04-2024 11:00,"110, 115, 105, 120",125,0,2,16,Standard
01-04-2024 12:00,"125, 130, 120, 140",154,Marathon,3,4,Pro
18-04-2024 10:00,"130, 135, 125, 145",103,0,1,14,Standard
30-04-2024 12:00,"120, 125, 115, 130",117,0,4,14,Standard
29-04-2024 08:00,"130, 135, 125, 145",115,0,1,12,Standard
09-04-2024 09:00,"130, 135, 125, 145",133,0,4,8,Pro
04-04-2024 09:30,"120, 125, 115, 135",116,Marathon,4,4,Pro
04-04-2024 11:00,"120, 125, 115, 130",119,0,1,14,Standard
15-04-2024 13:00,"125, 130, 120, 140",124,Marathon,1,3,Pro
20-04-2024 10:00,"130, 135, 120, 125",171,Concert,3,6,Pro
26-04-2024 12:00,"125, 130, 120, 140",146,Concert,3,4,Pro
23-04-2024 11:00,"120, 125, 115, 130",126,0,3,10,Pro
08-04-2024 08:00,"130, 135, 125, 145",131,Concert,4,4,Pro
06-04-2024 10:00,"115, 120, 110, 130",95,0,1,18,Standard
14-04-2024 12:00,"125, 130, 120, 140",156,Concert,3,6,Pro
04-04-2024 11:00,"125, 130, 120, 140",137,Marathon,3,5,Pro
16-04-2024 08:00,"125, 130, 120, 140",151,Marathon,1,4,Pro
04-04-2024 08:00,"115, 120, 110, 130",115,0,3,12,Standard
19-04-2024 11:00,"115, 120, 110, 130",85,0,3,15,Standard
17-04-2024 12:00,"125, 130, 120, 140",163,Marathon,3,4,Standard
08-04-2024 08:00,"130, 135, 120, 125",163,Food festival,2,3,Pro
19-04-2024 09:00,"120, 125, 115, 130",89,0,1,15,Standard
05-04-2024 10:00,"120, 125, 115, 130",104,0,4,6,Pro
25-04-2024 09:00,"115, 120, 110, 130",147,0,3,17,Standard
14-04-2024 10:00,"115, 120, 110, 130",81,0,4,16,Standard
22-04-2024 10:00,"125, 130, 120, 140",129,Conference,3,3,Pro
12-04-2024 12:00,"115, 120, 110, 130",113,0,1,17,Standard
06-04-2024 12:00,"115, 120, 110, 130",126,0,4,17,Standard
26-04-2024 10:00,"120, 125, 115, 130",90,0,3,12,Standard
06-04-2024 10:00,"125, 130, 120, 140",137,0,2,6,Pro
08-04-2024 12:00,"110, 115, 105, 120",96,0,1,11,Standard
27-04-2024 11:30,"130, 135, 125, 145",90,0,2,6,Standard
01-04-2024 15:00,"115, 120, 110, 130",108,0,3,14,Standard
15-04-2024 09:00,"120, 125, 115, 135",146,0,4,3,Pro
07-04-2024 11:00,"115, 120, 110, 130",97,0,3,14,Standard
25-04-2024 09:00,"130, 135, 125, 145",170,Conference,4,2,Pro
18-04-2024 10:00,"120, 125, 115, 130",122,0,3,6,Pro
07-04-2024 11:00,"115, 120, 110, 130",141,0,3,12,Pro
29-04-2024 08:00,"120, 125, 115, 130",85,0,1,18,Standard
30-04-2024 08:00,"110, 115, 105, 120",100,0,4,18,Standard
17-04-2024 12:00,"130, 135, 125, 145",140,0,3,6,Pro
04-04-2024 08:00,"110, 115, 105, 120",86,0,4,13,Standard
18-04-2024 10:00,"110, 115, 105, 120",97,0,4,13,Standard
06-04-2024 08:00,"115, 120, 110, 130",111,0,1,12,Standard
15-04-2024 13:00,"130, 135, 125, 145",131,Concert,1,7,Pro
01-04-2024 09:00,"125, 130, 120, 140",149,Marathon,4,2,Standard
11-04-2024 08:00,"120, 125, 115, 130",122,0,3,15,Standard
01-04-2024 12:00,"125, 130, 120, 140",164,Concert,2,2,Pro
07-04-2024 11:00,"115, 120, 110, 130",156,0,4,14,Standard
14-04-2024 10:00,"125, 130, 120, 140",123,Conference,2,18,Standard
19-04-2024 11:00,"110, 115, 105, 120",99,0,2,14,Standard
28-04-2024 08:00,"130, 135, 125, 145",106,0,4,16,Standard
06-04-2024 10:00,"110, 115, 105, 120",123,0,1,14,Pro
09-04-2024 09:00,"110, 115, 105, 120",145,0,3,18,Standard
26-04-2024 08:00,"130, 135, 125, 145",136,0,4,2,Pro
03-04-2024 14:00,"120, 125, 115, 135",156,Conference,3,5,Standard
23-04-2024 11:00,"115, 120, 110, 130",88,0,3,18,Standard
06-04-2024 08:00,"115, 120, 110, 130",110,0,3,16,Standard
18-04-2024 08:00,"115, 120, 110, 130",129,0,2,12,Standard
03-04-2024 09:00,"125, 130, 120, 140",99,0,3,12,Pro
26-04-2024 10:00,"130, 135, 125, 145",108,0,3,12,Standard
17-04-2024 10:00,"130, 135, 125, 145",173,0,2,5,Pro
05-04-2024 12:00,"125, 130, 120, 140",152,Marathon,4,2,Pro
03-04-2024 09:00,"115, 120, 110, 130",83,0,2,14,Standard
25-04-2024 09:00,"110, 115, 105, 120",160,0,3,6,Standard
30-04-2024 10:00,"115, 120, 110, 130",93,0,3,11,Standard
26-04-2024 08:00,"130, 135, 125, 145",166,Concert,4,5,Pro
30-04-2024 12:00,"120, 125, 115, 130",109,0,1,16,Standard
30-04-2024 10:00,"120, 125, 115, 130",124,0,3,16,Pro
15-04-2024 09:00,"130, 135, 125, 145",116,0,3,12,Standard
17-04-2024 10:00,"125, 130, 120, 140",120,0,3,5,Pro
01-04-2024 15:00,"120, 125, 115, 135",151,0,1,12,Standard
04-04-2024 11:00,"110, 115, 105, 120",82,0,1,13,Standard
26-04-2024 08:00,"115, 120, 110, 130",101,0,4,15,Standard
14-04-2024 08:00,"110, 115, 105, 120",140,0,3,13,Pro
18-04-2024 12:00,"115, 120, 110, 130",98,0,3,17,Standard
12-04-2024 12:00,"125, 130, 120, 140",145,0,4,17,Pro
16-04-2024 12:00,"125, 130, 120, 140",150,Marathon,3,4,Pro
26-04-2024 12:00,"125, 130, 120, 140",144,Marathon,3,2,Pro
03-04-2024 09:00,"125, 130, 120, 140",128,Marathon,2,2,Pro
02-04-2024 08:00,"120, 125, 115, 130",97,Concert,1,14,Pro
21-04-2024 11:30,"110, 115, 105, 120",95,0,1,14,Standard
26-04-2024 12:00,"125, 130, 120, 140",173,Marathon,2,6,Pro
11-04-2024 12:00,"125, 130, 120, 140",115,Concert,3,2,Pro
12-04-2024 08:00,"130, 135, 125, 145",120,0,3,2,Standard
10-04-2024 08:00,"125, 130, 120, 140",120,Concert,4,6,Pro
26-04-2024 12:00,"120, 125, 115, 130",122,0,1,15,Pro
01-04-2024 09:00,"110, 115, 105, 120",91,0,4,9,Standard
18-04-2024 12:00,"130, 135, 125, 145",95,0,1,16,Standard
03-04-2024 11:30,"120, 125, 115, 130",107,0,1,17,Standard
10-04-2024 12:00,"125, 130, 120, 140",156,Conference,3,4,Pro
09-04-2024 09:00,"115, 120, 110, 130",95,0,1,13,Standard
07-04-2024 11:00,"130, 135, 125, 145",130,0,2,3,Pro
15-04-2024 09:00,"120, 125, 115, 130",138,0,3,16,Standard
18-04-2024 10:00,"125, 130, 120, 140",100,0,3,15,Standard
30-04-2024 10:00,"115, 120, 110, 130",141,0,3,12,Standard
13-04-2024 09:00,"120, 125, 115, 130",159,Marathon,3,5,Pro
09-04-2024 13:00,"110, 115, 105, 120",119,0,4,11,Standard
22-04-2024 12:00,"125, 130, 120, 140",128,Marathon,2,6,Pro
08-04-2024 10:00,"125, 130, 120, 140",156,Marathon,2,7,Pro
25-04-2024 09:00,"120, 125, 115, 130",126,0,3,5,Pro
10-04-2024 10:00,"115, 120, 110, 130",112,0,3,16,Standard
17-04-2024 12:00,"130, 135, 120, 125",147,Marathon,3,4,Pro
28-04-2024 08:00,"110, 115, 105, 120",134,0,3,16,Standard
18-04-2024 10:00,"125, 130, 120, 140",150,Marathon,4,7,Pro
13-04-2024 09:00,"125, 130, 120, 140",131,Marathon,3,14,Standard
22-04-2024 12:00,"130, 135, 125, 145",144,Concert,3,2,Pro
01-04-2024 12:00,"130, 135, 125, 145",155,Marathon,3,4,Pro
01-04-2024 09:00,"120, 125, 115, 130",86,0,3,15,Standard
22-04-2024 12:00,"110, 115, 105, 120",86,0,3,14,Standard
19-04-2024 11:00,"125, 130, 120, 140",95,0,4,17,Standard
12-04-2024 12:00,"125, 130, 120, 140",155,0,2,5,Pro
21-04-2024 13:00,"130, 135, 125, 145",145,0,3,13,Standard
29-04-2024 12:00,"125, 130, 120, 140",165,Marathon,4,5,Pro
20-04-2024 12:00,"115, 120, 110, 130",91,0,1,15,Standard
04-04-2024 08:00,"115, 120, 110, 130",128,0,3,12,Standard
06-04-2024 12:00,"125, 130, 120, 140",150,Marathon,3,2,Pro
23-04-2024 11:00,"115, 120, 110, 130",110,0,3,17,Standard
03-04-2024 09:00,"130, 135, 125, 145",87,0,1,14,Standard
10-04-2024 12:00,"115, 120, 110, 130",140,0,2,18,Standard
04-04-2024 09:30,"120, 125, 115, 130",172,0,3,13,Pro
05-04-2024 12:00,"125, 130, 120, 140",113,0,4,14,Pro
09-04-2024 09:00,"120, 125, 115, 130",152,0,2,19,Standard
02-04-2024 12:45,"125, 130, 120, 140",129,Marathon,4,6,Pro
15-04-2024 09:00,"115, 120, 110, 130",116,0,3,16,Standard
18-04-2024 10:00,"125, 130, 120, 140",139,Marathon,4,2,Standard
20-04-2024 10:00,"120, 125, 115, 130",88,0,3,16,Standard
01-04-2024 12:00,"130, 135, 125, 145",178,Marathon,4,2,Pro
21-04-2024 13:00,"125, 130, 120, 140",180,0,3,2,Pro
10-04-2024 12:00,"120, 125, 115, 130",141,0,2,12,Standard
27-04-2024 09:00,"125, 130, 120, 140",130,0,3,12,Pro
01-04-2024 12:00,"125, 130, 120, 140",168,0,2,2,Pro
10-04-2024 12:00,"120, 125, 115, 130",135,0,4,18,Pro
28-04-2024 12:00,"130, 135, 120, 125",115,0,3,9,Pro
29-04-2024 08:00,"120, 125, 115, 135",87,0,4,12,Pro
16-04-2024 08:00,"115, 120, 110, 130",114,0,3,9,Standard
04-04-2024 11:00,"115, 120, 110, 130",101,0,3,13,Standard
28-04-2024 12:00,"125, 130, 120, 140",150,Marathon,4,2,Pro
26-04-2024 10:00,"130, 135, 125, 145",138,Concert,4,3,Pro
01-04-2024 12:00,"130, 135, 125, 145",123,Marathon,2,7,Pro
01-04-2024 12:00,"125, 130, 120, 140",133,Concert,3,5,Pro
02-04-2024 10:30,"130, 135, 125, 145",146,Concert,4,5,Pro
16-04-2024 08:00,"110, 115, 105, 120",108,0,4,16,Standard
24-04-2024 08:00,"125, 130, 120, 140",132,Concert,4,3,Pro
06-04-2024 12:00,"115, 120, 110, 130",82,0,2,14,Standard
10-04-2024 08:00,"125, 130, 120, 140",144,0,4,8,Standard
19-04-2024 09:00,"125, 130, 120, 140",139,Marathon,4,3,Pro
22-04-2024 12:00,"125, 130, 120, 140",136,Marathon,1,4,Pro
03-04-2024 11:30,"115, 120, 110, 130",103,0,3,18,Standard
29-04-2024 08:00,"125, 130, 120, 140",160,0,3,16,Standard
08-04-2024 10:00,"125, 130, 120, 140",144,Concert,2,4,Pro
22-04-2024 12:00,"120, 125, 115, 130",112,0,3,6,Standard
26-04-2024 08:00,"120, 125, 115, 130",150,Marathon,3,5,Standard
23-04-2024 11:00,"115, 120, 110, 130",110,0,3,18,Standard
08-04-2024 12:00,"110, 115, 105, 120",104,0,4,15,Standard
14-04-2024 08:00,"110, 115, 105, 120",140,Conference,2,2,Standard
11-04-2024 10:00,"115, 120, 110, 130",93,0,3,16,Standard
21-04-2024 11:30,"115, 120, 110, 130",80,0,1,14,Standard
07-04-2024 09:00,"125, 130, 120, 140",127,Marathon,3,2,Pro
02-04-2024 08:00,"130, 135, 125, 145",153,0,3,2,Pro
26-04-2024 12:00,"130, 135, 125, 145",130,Marathon,4,2,Pro
26-04-2024 08:00,"110, 115, 105, 120",90,0,2,16,Standard
19-04-2024 09:00,"125, 130, 120, 140",138,Concert,2,3,Pro
15-04-2024 11:30,"130, 135, 125, 145",179,0,2,10,Standard
03-04-2024 11:30,"120, 125, 115, 130",117,0,1,14,Standard
06-04-2024 10:00,"130, 135, 125, 145",144,Marathon,2,4,Pro
09-04-2024 13:00,"115, 120, 110, 130",121,0,3,13,Standard
10-04-2024 08:00,"115, 120, 110, 130",106,0,2,13,Standard
21-04-2024 09:00,"115, 120, 110, 130",102,0,4,14,Standard
26-04-2024 10:00,"115, 120, 110, 130",104,0,3,15,Standard
02-04-2024 12:45,"115, 120, 110, 130",119,0,2,11,Standard
28-04-2024 12:00,"110, 115, 105, 120",88,0,3,16,Standard
17-04-2024 08:00,"120, 125, 115, 130",81,0,3,17,Standard
22-04-2024 10:00,"130, 135, 125, 145",163,Concert,3,6,Pro
03-04-2024 14:00,"125, 130, 120, 140",170,Marathon,3,3,Pro
22-04-2024 10:00,"110, 115, 105, 120",91,0,2,15,Standard
20-04-2024 10:00,"130, 135, 120, 125",132,0,3,5,Pro
03-04-2024 09:00,"120, 125, 115, 130",125,0,3,12,Standard
20-04-2024 12:00,"125, 130, 120, 140",178,Marathon,4,3,Pro
13-04-2024 09:00,"130, 135, 125, 145",131,0,2,15,Standard
29-04-2024 12:00,"130, 135, 125, 145",158,Food festival,3,3,Pro
03-04-2024 09:00,"130, 135, 125, 145",146,0,3,10,Pro
20-04-2024 12:00,"125, 130, 120, 140",141,Marathon,3,4,Pro
12-04-2024 12:00,"110, 115, 105, 120",105,0,1,13,Standard
11-04-2024 08:00,"120, 125, 115, 130",81,Food festival,3,12,Pro
30-04-2024 12:00,"130, 135, 125, 145",168,Conference,3,5,Pro
22-04-2024 08:00,"110, 115, 105, 120",112,0,3,5,Standard
30-04-2024 10:00,"115, 120, 110, 130",89,0,2,15,Standard
20-04-2024 12:00,"115, 120, 110, 130",123,0,2,17,Standard
29-04-2024 12:00,"120, 125, 115, 130",96,0,3,13,Pro
02-04-2024 10:30,"115, 120, 110, 130",107,0,1,14,Standard
26-04-2024 12:00,"130, 135, 125, 145",136,0,3,3,Pro
21-04-2024 13:00,"125, 130, 120, 140",131,Marathon,3,3,Pro
29-04-2024 10:00,"115, 120, 110, 130",100,0,3,13,Pro
21-04-2024 09:00,"115, 120, 110, 130",83,0,3,13,Standard
20-04-2024 10:00,"125, 130, 120, 140",134,Conference,3,12,Pro
14-04-2024 08:00,"125, 130, 120, 140",141,Conference,3,11,Standard
29-04-2024 10:00,"115, 120, 110, 130",98,0,4,13,Standard
26-04-2024 12:00,"120, 125, 115, 130",134,0,2,3,Pro
18-04-2024 10:00,"120, 125, 115, 130",136,0,2,3,Pro
29-04-2024 08:00,"115, 120, 110, 130",88,0,1,4,Standard
18-04-2024 12:00,"125, 130, 120, 140",153,Concert,4,2,Pro
19-04-2024 11:00,"120, 125, 115, 130",97,0,4,15,Standard
04-04-2024 11:00,"110, 115, 105, 120",86,0,3,16,Pro
23-04-2024 09:00,"125, 130, 120, 140",138,Conference,2,3,Pro
17-04-2024 08:00,"125, 130, 120, 140",104,0,1,13,Standard
25-04-2024 11:00,"120, 125, 115, 130",111,0,4,11,Standard
25-04-2024 11:00,"115, 120, 110, 130",87,0,2,13,Standard
10-04-2024 12:00,"125, 130, 120, 140",87,Concert,1,6,Pro
20-04-2024 12:00,"130, 135, 125, 145",153,0,3,3,Pro
17-04-2024 10:00,"125, 130, 120, 140",101,0,4,17,Standard
06-04-2024 12:00,"125, 130, 120, 140",132,Conference,2,5,Pro
02-04-2024 08:00,"115, 120, 110, 130",96,0,3,14,Standard
28-04-2024 10:00,"125, 130, 120, 140",150,Marathon,3,4,Pro
17-04-2024 12:00,"115, 120, 110, 130",110,0,1,15,Standard
23-04-2024 12:30,"115, 120, 110, 130",115,Business convention,3,14,Standard
01-04-2024 09:00,"125, 130, 120, 140",151,Marathon,3,4,Pro
30-04-2024 08:00,"125, 130, 120, 140",108,0,4,4,Standard
23-04-2024 09:00,"130, 135, 125, 145",145,0,3,13,Standard
20-04-2024 08:00,"130, 135, 125, 145",117,0,2,3,Pro
14-04-2024 12:00,"130, 135, 125, 145",141,Marathon,3,5,Pro
20-04-2024 10:00,"110, 115, 105, 120",147,0,2,2,Pro
06-04-2024 08:00,"110, 115, 105, 120",98,0,3,15,Standard
01-04-2024 09:00,"120, 125, 115, 135",160,Marathon,3,2,Pro
08-04-2024 08:00,"125, 130, 120, 140",149,Food festival,2,16,Pro
30-04-2024 08:00,"120, 125, 115, 130",136,0,3,15,Standard
10-04-2024 08:00,"120, 125, 115, 130",133,0,3,2,Pro
12-04-2024 12:00,"125, 130, 120, 140",119,Food festival,2,7,Pro
13-04-2024 11:00,"125, 130, 120, 140",157,Food festival,2,4,Pro
29-04-2024 10:00,"125, 130, 120, 140",138,Business convention,4,4,Pro
11-04-2024 10:00,"125, 130, 120, 140",175,0,4,4,Pro
16-04-2024 10:00,"125, 130, 120, 140",153,Concert,2,6,Pro
16-04-2024 10:00,"125, 130, 120, 140",155,Conference,2,8,Standard
29-04-2024 12:00,"125, 130, 120, 140",143,Concert,2,6,Pro
25-04-2024 09:00,"125, 130, 120, 140",154,Concert,3,5,Pro
11-04-2024 10:00,"115, 120, 110, 130",150,0,3,17,Standard
02-04-2024 10:30,"110, 115, 105, 120",80,0,2,14,Standard
28-04-2024 08:00,"130, 135, 125, 145",169,0,3,2,Pro
19-04-2024 09:00,"130, 135, 125, 145",93,0,4,16,Standard
08-04-2024 12:00,"130, 135, 125, 145",169,0,2,4,Pro
03-04-2024 14:00,"130, 135, 120, 125",133,0,3,17,Pro
08-04-2024 12:00,"130, 135, 125, 145",136,Marathon,2,3,Pro
24-04-2024 08:00,"120, 125, 115, 135",125,0,3,13,Standard
02-04-2024 10:30,"115, 120, 110, 130",164,0,4,5,Pro
29-04-2024 08:00,"115, 120, 110, 130",94,0,3,18,Standard
24-04-2024 12:00,"115, 120, 110, 130",133,0,3,5,Standard
01-04-2024 09:00,"115, 120, 110, 130",92,0,3,11,Standard
26-04-2024 12:00,"130, 135, 125, 145",148,Concert,4,4,Pro
02-04-2024 12:45,"130, 135, 120, 125",95,0,3,4,Standard
03-04-2024 09:00,"115, 120, 110, 130",80,0,4,16,Standard
22-04-2024 08:00,"110, 115, 105, 120",109,0,2,13,Standard
14-04-2024 08:00,"125, 130, 120, 140",131,Concert,2,3,Pro
27-04-2024 13:00,"130, 135, 125, 145",86,0,3,15,Standard
01-04-2024 12:00,"125, 130, 120, 140",121,Concert,2,6,Pro
18-04-2024 08:00,"130, 135, 125, 145",168,0,3,2,Pro
28-04-2024 12:00,"130, 135, 125, 145",98,0,4,6,Standard
16-04-2024 12:00,"110, 115, 105, 120",137,0,3,13,Standard
