RoomPrice($),LocalEvents/Attractions,LengthofStay(nights),RoomAvailability,RoomType,Competitor1_Price,Competitor2_Price,Competitor3_Price,Competitor4_Price,,Booking Time
123,0,2,17,Standard,115,120,110,130,,20-04-2024 12:00
96,0,3,13,Pro,120,125,115,130,,29-04-2024 12:00
107,0,1,14,Standard,115,120,110,130,,02-04-2024 10:30
136,0,3,3,Pro,130,135,125,145,,26-04-2024 12:00
131,Marathon,3,3,Pro,125,130,120,140,,21-04-2024 13:00
100,0,3,13,Pro,115,120,110,130,,29-04-2024 10:00
83,0,3,13,Standard,115,120,110,130,,21-04-2024 09:00
134,Conference,3,12,Pro,125,130,120,140,,20-04-2024 10:00
141,Conference,3,11,Standard,125,130,120,140,,14-04-2024 08:00
98,0,4,13,Standard,115,120,110,130,,29-04-2024 10:00
134,0,2,3,Pro,120,125,115,130,,26-04-2024 12:00
136,0,2,3,Pro,120,125,115,130,,18-04-2024 10:00
88,0,1,4,Standard,115,120,110,130,,29-04-2024 08:00
153,Concert,4,2,Pro,125,130,120,140,,18-04-2024 12:00
97,0,4,15,Standard,120,125,115,130,,19-04-2024 11:00
86,0,3,16,Pro,110,115,105,120,,04-04-2024 11:00
138,Conference,2,3,Pro,125,130,120,140,,23-04-2024 09:00
104,0,1,13,Standard,125,130,120,140,,17-04-2024 08:00
111,0,4,11,Standard,120,125,115,130,,25-04-2024 11:00
87,0,2,13,Standard,115,120,110,130,,25-04-2024 11:00
87,Concert,1,6,Pro,125,130,120,140,,10-04-2024 12:00
153,0,3,3,Pro,130,135,125,145,,20-04-2024 12:00
101,0,4,17,Standard,125,130,120,140,,17-04-2024 10:00
132,Conference,2,5,Pro,125,130,120,140,,06-04-2024 12:00
96,0,3,14,Standard,115,120,110,130,,02-04-2024 08:00
150,Marathon,3,4,Pro,125,130,120,140,,28-04-2024 10:00
110,0,1,15,Standard,115,120,110,130,,17-04-2024 12:00
115,Business convention,3,14,Standard,115,120,110,130,,23-04-2024 12:30
151,Marathon,3,4,Pro,125,130,120,140,,01-04-2024 09:00
108,0,4,4,Standard,125,130,120,140,,30-04-2024 08:00
145,0,3,13,Standard,130,135,125,145,,23-04-2024 09:00
117,0,2,3,Pro,130,135,125,145,,20-04-2024 08:00
141,Marathon,3,5,Pro,130,135,125,145,,14-04-2024 12:00
147,0,2,2,Pro,110,115,105,120,,20-04-2024 10:00
98,0,3,15,Standard,110,115,105,120,,06-04-2024 08:00
160,Marathon,3,2,Pro,120,125,115,135,,01-04-2024 09:00
149,Food festival,2,16,Pro,125,130,120,140,,08-04-2024 08:00
136,0,3,15,Standard,120,125,115,130,,30-04-2024 08:00
133,0,3,2,Pro,120,125,115,130,,10-04-2024 08:00
119,Food festival,2,7,Pro,125,130,120,140,,12-04-2024 12:00
157,Food festival,2,4,Pro,125,130,120,140,,13-04-2024 11:00
138,Business convention,4,4,Pro,125,130,120,140,,29-04-2024 10:00
175,0,4,4,Pro,125,130,120,140,,11-04-2024 10:00
153,Concert,2,6,Pro,125,130,120,140,,16-04-2024 10:00
155,Conference,2,8,Standard,125,130,120,140,,16-04-2024 10:00
143,Concert,2,6,Pro,125,130,120,140,,29-04-2024 12:00
154,Concert,3,5,Pro,125,130,120,140,,25-04-2024 09:00
150,0,3,17,Standard,115,120,110,130,,11-04-2024 10:00
80,0,2,14,Standard,110,115,105,120,,02-04-2024 10:30
169,0,3,2,Pro,130,135,125,145,,28-04-2024 08:00
93,0,4,16,Standard,130,135,125,145,,19-04-2024 09:00
169,0,2,4,Pro,130,135,125,145,,08-04-2024 12:00
133,0,3,17,Pro,130,135,120,125,,03-04-2024 14:00
136,Marathon,2,3,Pro,130,135,125,145,,08-04-2024 12:00
125,0,3,13,Standard,120,125,115,135,,24-04-2024 08:00
164,0,4,5,Pro,115,120,110,130,,02-04-2024 10:30
94,0,3,18,Standard,115,120,110,130,,29-04-2024 08:00
133,0,3,5,Standard,115,120,110,130,,24-04-2024 12:00
92,0,3,11,Standard,115,120,110,130,,01-04-2024 09:00
148,Concert,4,4,Pro,130,135,125,145,,26-04-2024 12:00
95,0,3,4,Standard,130,135,120,125,,02-04-2024 12:45
80,0,4,16,Standard,115,120,110,130,,03-04-2024 09:00
109,0,2,13,Standard,110,115,105,120,,22-04-2024 08:00
131,Concert,2,3,Pro,125,130,120,140,,14-04-2024 08:00
86,0,3,15,Standard,130,135,125,145,,27-04-2024 13:00
121,Concert,2,6,Pro,125,130,120,140,,01-04-2024 12:00
168,0,3,2,Pro,130,135,125,145,,18-04-2024 08:00
98,0,4,6,Standard,130,135,125,145,,28-04-2024 12:00
137,0,3,13,Standard,110,115,105,120,,16-04-2024 12:00
93,0,4,15,Standard,115,120,110,130,,16-04-2024 08:00
154,Marathon,4,8,Pro,130,135,125,145,,17-04-2024 12:00
101,0,1,11,Standard,115,120,110,130,,16-04-2024 12:00
119,0,3,13,Standard,115,120,110,130,,10-04-2024 12:00
96,0,3,14,Standard,115,120,110,130,,05-04-2024 12:00
173,Concert,3,6,Pro,125,130,120,140,,22-04-2024 12:00
122,Marathon,2,15,Pro,125,130,120,140,,20-04-2024 10:00
140,0,3,2,Standard,120,125,115,130,,01-04-2024 12:00
100,0,1,15,Standard,120,125,115,130,,22-04-2024 10:00
110,0,1,14,Standard,115,120,110,130,,03-04-2024 09:00
136,Marathon,4,5,Pro,125,130,120,140,,03-04-2024 09:00
113,Concert,3,2,Pro,125,130,120,140,,18-04-2024 08:00
126,0,3,9,Standard,115,120,110,130,,02-04-2024 10:30
89,0,3,17,Standard,110,115,105,120,,10-04-2024 10:00
169,Marathon,3,3,Pro,130,135,125,145,,26-04-2024 08:00
132,0,4,12,Standard,120,125,115,135,,30-04-2024 08:00
140,Marathon,2,2,Pro,125,130,120,140,,14-04-2024 08:00
162,Marathon,3,3,Pro,125,130,120,140,,29-04-2024 12:00
94,0,1,14,Standard,110,115,105,120,,01-04-2024 09:00
134,0,1,6,Pro,120,125,115,130,,10-04-2024 12:00
155,Concert,3,2,Pro,125,130,120,140,,26-04-2024 12:00
102,0,3,14,Standard,120,125,115,130,,04-04-2024 09:30
106,0,3,16,Standard,120,125,115,135,,08-04-2024 10:00
166,0,4,13,Standard,125,130,120,140,,02-04-2024 08:00
117,0,2,7,Standard,110,115,105,120,,27-04-2024 13:00
121,0,3,3,Standard,115,120,110,130,,18-04-2024 12:00
146,Marathon,2,3,Pro,130,135,125,145,,30-04-2024 12:00
91,0,3,16,Standard,115,120,110,130,,17-04-2024 08:00
94,0,4,8,Standard,125,130,120,140,,10-04-2024 12:00
123,Marathon,3,4,Pro,125,130,120,140,,04-04-2024 09:30
154,Marathon,4,5,Pro,125,130,120,140,,01-04-2024 15:00
105,0,2,10,Standard,130,135,125,145,,24-04-2024 10:00
139,0,2,3,Pro,125,130,120,140,,02-04-2024 08:00
105,0,4,15,Standard,110,115,105,120,,05-04-2024 08:00
123,0,3,17,Standard,120,125,115,130,,21-04-2024 13:00
155,Conference,2,8,Pro,125,130,120,140,,01-04-2024 12:00
145,Food festival,4,2,Pro,125,130,120,140,,04-04-2024 08:00
136,0,4,14,Pro,120,125,115,130,,28-04-2024 12:00
152,Conference,4,6,Pro,125,130,120,140,,24-04-2024 08:00
104,0,3,16,Standard,120,125,115,130,,18-04-2024 12:00
81,0,3,16,Standard,115,120,110,130,,20-04-2024 10:00
140,0,3,4,Pro,125,130,120,140,,28-04-2024 08:00
94,0,2,19,Standard,115,120,110,130,,15-04-2024 13:00
118,Concert,4,12,Standard,130,135,125,145,,30-04-2024 08:00
118,Marathon,2,2,Pro,125,130,120,140,,01-04-2024 12:00
151,0,4,4,Standard,120,125,115,130,,06-04-2024 08:00
131,0,3,18,Standard,115,120,110,130,,09-04-2024 11:30
87,0,4,17,Standard,110,115,105,120,,03-04-2024 11:30
133,Concert,4,7,Pro,125,130,120,140,,06-04-2024 10:00
89,0,3,8,Pro,125,130,120,140,,04-04-2024 11:00
97,0,1,19,Standard,110,115,105,120,,01-04-2024 09:00
100,0,3,14,Standard,110,115,105,120,,17-04-2024 12:00
90,0,2,14,Standard,115,120,110,130,,01-04-2024 09:00
164,Marathon,3,2,Pro,130,135,125,145,,14-04-2024 10:00
166,0,3,3,Pro,130,135,125,145,,08-04-2024 08:00
80,0,1,15,Standard,115,120,110,130,,20-04-2024 10:00
108,0,1,12,Standard,110,115,105,120,,29-04-2024 12:00
124,0,2,15,Standard,115,120,110,130,,20-04-2024 10:00
146,Concert,3,2,Pro,130,135,120,125,,10-04-2024 10:00
148,Concert,4,3,Pro,130,135,125,145,,11-04-2024 10:00
95,0,1,15,Standard,110,115,105,120,,16-04-2024 12:00
107,Marathon,2,5,Pro,125,130,120,140,,04-04-2024 11:00
128,0,2,15,Pro,120,125,115,130,,13-04-2024 09:00
104,0,3,13,Pro,130,135,125,145,,08-04-2024 12:00
155,0,2,5,Pro,115,120,110,130,,26-04-2024 12:00
128,0,3,16,Standard,120,125,115,130,,22-04-2024 10:00
154,Marathon,4,5,Pro,125,130,120,140,,29-04-2024 12:00
123,Marathon,2,5,Pro,130,135,125,145,,26-04-2024 12:00
103,0,2,16,Standard,130,135,120,125,,10-04-2024 12:00
97,0,2,13,Standard,115,120,110,130,,17-04-2024 10:00
129,Conference,2,5,Pro,125,130,120,140,,01-04-2024 12:00
159,0,4,4,Pro,125,130,120,140,,21-04-2024 13:00
139,Food festival,4,4,Pro,125,130,120,140,,09-04-2024 13:00
130,0,2,6,Pro,120,125,115,130,,15-04-2024 13:00
80,0,3,19,Standard,115,120,110,130,,05-04-2024 08:00
158,0,2,16,Standard,130,135,125,145,,19-04-2024 11:00
112,0,3,16,Standard,110,115,105,120,,06-04-2024 08:00
113,0,3,16,Standard,125,130,120,140,,21-04-2024 09:00
107,0,3,15,Standard,110,115,105,120,,16-04-2024 08:00
140,Food festival,4,2,Pro,125,130,120,140,,01-04-2024 12:00
164,Conference,4,3,Pro,125,130,120,140,,28-04-2024 12:00
118,0,4,2,Pro,125,130,120,140,,01-04-2024 12:00
158,Concert,3,3,Pro,130,135,125,145,,16-04-2024 08:00
109,0,2,20,Standard,120,125,115,130,,20-04-2024 08:00
159,Concert,3,4,Pro,125,130,120,140,,10-04-2024 08:00
122,Marathon,4,4,Pro,125,130,120,140,,24-04-2024 10:00
158,Business convention,3,2,Pro,125,130,120,140,,12-04-2024 10:00
96,0,3,13,Standard,120,125,115,130,,22-04-2024 08:00
83,0,3,18,Standard,115,120,110,130,,19-04-2024 09:00
103,0,3,13,Standard,130,135,125,145,,22-04-2024 10:00
148,0,3,16,Pro,115,120,110,130,,28-04-2024 12:00
173,0,3,14,Standard,115,120,110,130,,27-04-2024 09:00
178,Marathon,3,5,Pro,130,135,125,145,,23-04-2024 11:00
90,Concert,4,14,Standard,130,135,120,125,,13-04-2024 11:00
134,Conference,3,2,Pro,130,135,125,145,,04-04-2024 09:30
129,0,2,14,Standard,110,115,105,120,,01-04-2024 09:00
101,0,3,12,Standard,115,120,110,130,,10-04-2024 08:00
160,0,3,13,Pro,120,125,115,130,,04-04-2024 11:00
163,0,3,10,Pro,110,115,105,120,,24-04-2024 08:00
103,0,3,15,Standard,110,115,105,120,,17-04-2024 08:00
146,Conference,3,5,Pro,125,130,120,140,,22-04-2024 10:00
121,0,3,17,Pro,110,115,105,120,,05-04-2024 12:00
101,0,3,16,Standard,110,115,105,120,,27-04-2024 09:00
88,0,1,13,Standard,115,120,110,130,,02-04-2024 08:00
151,0,4,16,Pro,125,130,120,140,,11-04-2024 10:00
81,0,1,13,Standard,120,125,115,130,,25-04-2024 11:00
101,Concert,2,12,Standard,130,135,125,145,,25-04-2024 11:00
163,Concert,2,3,Pro,125,130,120,140,,04-04-2024 09:30
100,0,1,17,Standard,120,125,115,130,,11-04-2024 08:00
143,0,1,13,Standard,115,120,110,130,,17-04-2024 12:00
177,Concert,3,7,Pro,130,135,125,145,,10-04-2024 10:00
179,Concert,3,2,Pro,130,135,125,145,,28-04-2024 10:00
139,Marathon,4,3,Pro,125,130,120,140,,14-04-2024 12:00
138,0,3,10,Standard,130,135,125,145,,05-04-2024 08:00
108,0,3,15,Standard,130,135,125,145,,11-04-2024 12:00
179,Marathon,2,4,Pro,125,130,120,140,,15-04-2024 13:00
165,Marathon,4,2,Pro,130,135,125,145,,03-04-2024 14:00
119,0,3,18,Pro,110,115,105,120,,23-04-2024 11:00
139,0,3,17,Standard,120,125,115,130,,04-04-2024 08:00
151,0,2,5,Pro,110,115,105,120,,09-04-2024 09:00
80,0,2,8,Standard,115,120,110,130,,20-04-2024 10:00
87,0,1,19,Standard,110,115,105,120,,16-04-2024 10:00
87,0,3,13,Standard,115,120,110,130,,06-04-2024 08:00
150,Food festival,4,5,Pro,125,130,120,140,,17-04-2024 12:00
114,0,1,5,Standard,120,125,115,130,,15-04-2024 13:00
139,0,2,13,Standard,120,125,115,135,,14-04-2024 08:00
90,0,1,16,Standard,110,115,105,120,,05-04-2024 10:00
127,0,3,15,Standard,120,125,115,130,,09-04-2024 09:00
148,0,1,11,Pro,120,125,115,130,,01-04-2024 09:00
101,0,4,18,Standard,115,120,110,130,,12-04-2024 12:00
122,0,3,15,Standard,115,120,110,130,,04-04-2024 11:00
128,0,2,12,Pro,130,135,125,145,,07-04-2024 11:00
90,Conference,1,11,Standard,125,130,120,140,,02-04-2024 10:30
88,0,3,11,Standard,110,115,105,120,,20-04-2024 10:00
117,Concert,2,13,Standard,120,125,115,135,,10-04-2024 12:00
107,0,1,17,Standard,130,135,125,145,,17-04-2024 08:00
135,Concert,4,2,Pro,125,130,120,140,,16-04-2024 10:00
116,0,3,16,Standard,120,125,115,130,,18-04-2024 12:00
107,0,3,14,Standard,115,120,110,130,,03-04-2024 11:30
179,0,2,4,Pro,130,135,125,145,,10-04-2024 12:00
119,0,3,14,Standard,115,120,110,130,,12-04-2024 12:00
177,Marathon,3,2,Pro,130,135,125,145,,13-04-2024 09:00
157,Marathon,2,2,Pro,125,130,120,140,,22-04-2024 12:00
146,0,3,12,Pro,130,135,125,145,,17-04-2024 12:00
124,Marathon,3,2,Pro,125,130,120,140,,10-04-2024 08:00
103,Marathon,3,2,Pro,125,130,120,140,,26-04-2024 12:00
109,0,3,12,Standard,110,115,105,120,,11-04-2024 12:00
109,0,3,18,Standard,110,115,105,120,,30-04-2024 08:00
110,0,4,5,Pro,130,135,120,125,,05-04-2024 12:00
80,0,1,19,Standard,115,120,110,130,,01-04-2024 09:00
141,0,3,15,Standard,130,135,125,145,,22-04-2024 12:00
164,Marathon,2,14,Pro,125,130,120,140,,20-04-2024 12:00
108,0,2,15,Standard,120,125,115,130,,04-04-2024 08:00
121,0,1,14,Standard,120,125,115,130,,07-04-2024 11:00
103,0,4,13,Standard,120,125,115,130,,06-04-2024 12:00
154,Marathon,3,5,Pro,120,125,115,130,,05-04-2024 12:00
88,0,1,13,Standard,115,120,110,130,,20-04-2024 10:00
88,0,3,18,Standard,115,120,110,130,,20-04-2024 10:00
102,0,3,12,Standard,110,115,105,120,,14-04-2024 10:00
134,0,3,2,Pro,120,125,115,135,,28-04-2024 12:00
107,0,3,16,Standard,110,115,105,120,,26-04-2024 12:00
171,Marathon,4,3,Pro,125,130,120,140,,28-04-2024 10:00
142,0,2,5,Pro,125,130,120,140,,21-04-2024 09:00
102,0,2,14,Standard,120,125,115,130,,03-04-2024 11:30
96,0,3,11,Standard,110,115,105,120,,20-04-2024 10:00
108,Conference,2,2,Pro,125,130,120,140,,01-04-2024 15:00
131,0,3,10,Pro,125,130,120,140,,22-04-2024 10:00
100,0,1,5,Standard,130,135,120,125,,15-04-2024 11:30
111,0,3,10,Standard,115,120,110,130,,25-04-2024 09:00
115,0,3,2,Pro,130,135,125,145,,20-04-2024 10:00
124,0,4,14,Pro,115,120,110,130,,12-04-2024 12:00
113,0,3,16,Standard,120,125,115,135,,21-04-2024 09:00
136,0,3,16,Standard,130,135,125,145,,28-04-2024 12:00
109,0,3,14,Standard,115,120,110,130,,02-04-2024 12:45
158,Concert,2,3,Pro,125,130,120,140,,29-04-2024 12:00
153,Marathon,3,2,Pro,125,130,120,140,,29-04-2024 10:00
117,0,3,7,Pro,125,130,120,140,,30-04-2024 08:00
116,Marathon,3,15,Pro,125,130,120,140,,20-04-2024 12:00
153,Concert,2,8,Pro,110,115,105,120,,30-04-2024 08:00
87,0,3,10,Standard,120,125,115,130,,23-04-2024 09:00
128,0,1,18,Standard,120,125,115,130,,04-04-2024 11:00
93,0,2,14,Standard,110,115,105,120,,03-04-2024 11:30
85,0,2,19,Standard,115,120,110,130,,02-04-2024 08:00
86,0,2,13,Standard,110,115,105,120,,29-04-2024 10:00
126,0,3,14,Standard,130,135,125,145,,22-04-2024 10:00
170,0,3,2,Pro,130,135,125,145,,04-04-2024 11:00
108,0,3,13,Standard,115,120,110,130,,23-04-2024 12:30
152,0,2,2,Pro,130,135,120,125,,14-04-2024 12:00
115,0,3,13,Standard,120,125,115,130,,04-04-2024 11:00
98,0,3,15,Standard,120,125,115,130,,03-04-2024 11:30
106,0,2,16,Pro,120,125,115,130,,02-04-2024 12:45
97,0,3,6,Standard,130,135,120,125,,09-04-2024 09:00
159,Marathon,4,10,Pro,130,135,125,145,,20-04-2024 10:00
156,Marathon,2,8,Pro,125,130,120,140,,09-04-2024 13:00
93,0,1,18,Standard,115,120,110,130,,23-04-2024 09:00
99,0,2,18,Standard,110,115,105,120,,01-04-2024 09:00
106,0,4,16,Standard,115,120,110,130,,22-04-2024 12:00
104,0,3,3,Standard,120,125,115,130,,20-04-2024 08:00
142,Food festival,4,3,Pro,125,130,120,140,,08-04-2024 12:00
132,0,4,3,Pro,125,130,120,140,,13-04-2024 11:00
113,0,1,10,Standard,120,125,115,130,,29-04-2024 12:00
139,Food festival,2,5,Standard,130,135,125,145,,11-04-2024 12:00
103,0,2,15,Standard,110,115,105,120,,27-04-2024 13:00
164,Marathon,2,2,Pro,125,130,120,140,,02-04-2024 08:00
139,Food festival,3,5,Pro,125,130,120,140,,08-04-2024 12:00
132,Conference,1,9,Standard,125,130,120,140,,30-04-2024 12:00
166,Concert,3,4,Pro,130,135,125,145,,07-04-2024 09:00
83,0,1,19,Standard,110,115,105,120,,18-04-2024 10:00
102,Conference,1,4,Pro,120,125,115,130,,28-04-2024 10:00
115,0,4,17,Standard,110,115,105,120,,28-04-2024 08:00
104,0,3,12,Standard,120,125,115,130,,24-04-2024 12:00
155,Concert,2,3,Pro,125,130,120,140,,03-04-2024 09:00
152,Business convention,2,6,Pro,120,125,115,135,,28-04-2024 08:00
156,0,3,19,Standard,115,120,110,130,,26-04-2024 08:00
133,Concert,4,3,Standard,130,135,125,145,,21-04-2024 13:00
120,0,3,12,Pro,130,135,125,145,,23-04-2024 11:00
167,Marathon,3,2,Pro,130,135,125,145,,19-04-2024 11:00
108,0,2,13,Standard,110,115,105,120,,16-04-2024 08:00
173,0,3,5,Pro,130,135,125,145,,05-04-2024 12:00
129,0,2,4,Standard,130,135,125,145,,11-04-2024 08:00
166,Concert,3,12,Pro,125,130,120,140,,11-04-2024 10:00
119,Concert,2,5,Pro,130,135,125,145,,12-04-2024 10:00
100,0,3,15,Pro,130,135,125,145,,26-04-2024 08:00
132,Marathon,3,5,Pro,120,125,115,135,,04-04-2024 09:30
109,0,3,13,Standard,110,115,105,120,,02-04-2024 12:45
112,0,3,20,Standard,115,120,110,130,,20-04-2024 08:00
146,Marathon,4,5,Pro,125,130,120,140,,11-04-2024 08:00
124,Conference,3,13,Pro,125,130,120,140,,01-04-2024 09:00
88,0,3,15,Standard,115,120,110,130,,10-04-2024 08:00
88,0,2,15,Standard,120,125,115,130,,14-04-2024 10:00
123,0,3,14,Standard,115,120,110,130,,02-04-2024 08:00
127,Concert,4,3,Standard,125,130,120,140,,28-04-2024 08:00
154,Concert,2,3,Standard,125,130,120,140,,23-04-2024 11:00
123,Concert,3,17,Standard,120,125,115,130,,23-04-2024 12:30
129,Conference,2,5,Standard,125,130,120,140,,02-04-2024 12:45
144,0,3,2,Pro,125,130,120,140,,14-04-2024 08:00
88,0,3,12,Pro,110,115,105,120,,09-04-2024 11:30
180,Concert,4,4,Pro,120,125,115,130,,01-04-2024 12:00
147,0,2,2,Pro,130,135,125,145,,18-04-2024 08:00
171,Marathon,2,16,Pro,120,125,115,130,,20-04-2024 08:00
80,0,1,12,Standard,130,135,125,145,,17-04-2024 08:00
117,0,3,18,Standard,115,120,110,130,,23-04-2024 09:00
172,0,4,2,Pro,130,135,125,145,,10-04-2024 12:00
133,0,2,4,Pro,125,130,120,140,,04-04-2024 11:00
128,Marathon,3,5,Pro,125,130,120,140,,01-04-2024 15:00
115,0,4,14,Standard,120,125,115,130,,29-04-2024 12:00
128,0,4,3,Pro,125,130,120,140,,29-04-2024 12:00
98,0,4,13,Standard,115,120,110,130,,05-04-2024 10:00
80,0,2,19,Standard,115,120,110,130,,02-04-2024 08:00
80,0,3,13,Standard,115,120,110,130,,28-04-2024 12:00
147,Food festival,1,2,Standard,130,135,125,145,,06-04-2024 12:00
155,Food festival,4,13,Standard,125,130,120,140,,05-04-2024 12:00
155,Concert,4,3,Pro,125,130,120,140,,22-04-2024 12:00
157,0,3,10,Pro,125,130,120,140,,30-04-2024 12:00
163,Marathon,4,4,Pro,125,130,120,140,,26-04-2024 12:00
95,0,3,11,Standard,115,120,110,130,,27-04-2024 09:00
125,Concert,3,2,Pro,130,135,125,145,,07-04-2024 11:00
171,Concert,3,3,Pro,125,130,120,140,,19-04-2024 09:00
137,Concert,3,8,Pro,125,130,120,140,,01-04-2024 09:00
139,Concert,3,4,Pro,130,135,125,145,,21-04-2024 09:00
174,Food festival,2,4,Pro,125,130,120,140,,08-04-2024 12:00
80,0,1,18,Standard,125,130,120,140,,15-04-2024 09:00
150,0,3,6,Pro,125,130,120,140,,11-04-2024 12:00
92,0,3,16,Standard,110,115,105,120,,10-04-2024 12:00
85,Conference,3,15,Standard,130,135,125,145,,22-04-2024 12:00
102,0,3,3,Standard,115,120,110,130,,06-04-2024 08:00
108,0,3,16,Standard,120,125,115,130,,22-04-2024 08:00
143,0,3,2,Pro,130,135,125,145,,16-04-2024 10:00
141,0,4,6,Standard,115,120,110,130,,19-04-2024 11:00
152,Marathon,2,3,Pro,120,125,115,130,,21-04-2024 09:00
167,0,2,4,Pro,125,130,120,140,,11-04-2024 08:00
108,0,3,14,Standard,120,125,115,135,,18-04-2024 10:00
90,0,4,13,Standard,120,125,115,130,,29-04-2024 08:00
143,0,3,4,Pro,120,125,115,130,,22-04-2024 12:00
96,0,1,14,Pro,115,120,110,130,,19-04-2024 09:00
129,Marathon,2,3,Pro,125,130,120,140,,01-04-2024 15:00
132,0,4,3,Pro,125,130,120,140,,04-04-2024 11:00
180,Concert,2,3,Pro,130,135,125,145,,13-04-2024 09:00
115,0,1,11,Standard,115,120,110,130,,18-04-2024 10:00
130,Marathon,2,3,Pro,125,130,120,140,,02-04-2024 08:00
151,Marathon,4,4,Pro,125,130,120,140,,05-04-2024 12:00
119,0,3,3,Standard,120,125,115,130,,10-04-2024 12:00
159,0,3,4,Pro,110,115,105,120,,07-04-2024 09:00
80,0,2,12,Standard,115,120,110,130,,03-04-2024 14:00
117,Marathon,3,4,Pro,130,135,125,145,,29-04-2024 12:00
107,0,1,14,Standard,115,120,110,130,,15-04-2024 09:00
146,Concert,3,5,Pro,125,130,120,140,,30-04-2024 12:00
135,0,3,13,Pro,110,115,105,120,,04-04-2024 11:00
122,0,3,18,Standard,115,120,110,130,,30-04-2024 10:00
109,0,3,18,Standard,115,120,110,130,,23-04-2024 12:30
113,0,3,10,Pro,115,120,110,130,,16-04-2024 08:00
180,0,3,6,Standard,120,125,115,135,,26-04-2024 08:00
110,0,4,14,Standard,120,125,115,130,,04-04-2024 11:00
95,0,3,12,Standard,120,125,115,130,,21-04-2024 09:00
180,Concert,3,2,Pro,130,135,125,145,,29-04-2024 12:00
130,0,4,8,Pro,110,115,105,120,,30-04-2024 08:00
98,0,3,17,Standard,115,120,110,130,,17-04-2024 08:00
148,0,3,12,Standard,125,130,120,140,,29-04-2024 08:00
149,Marathon,3,5,Pro,125,130,120,140,,22-04-2024 12:00
178,Marathon,4,4,Pro,125,130,120,140,,15-04-2024 09:00
85,0,3,18,Standard,115,120,110,130,,18-04-2024 12:00
118,0,3,4,Standard,110,115,105,120,,20-04-2024 08:00
163,0,3,11,Pro,125,130,120,140,,04-04-2024 09:30
117,Marathon,4,9,Pro,120,125,115,130,,02-04-2024 10:30
113,0,4,15,Standard,110,115,105,120,,29-04-2024 08:00
120,0,4,3,Pro,120,125,115,130,,05-04-2024 10:00
167,0,3,18,Pro,120,125,115,130,,02-04-2024 12:45
155,Marathon,3,6,Pro,130,135,120,125,,03-04-2024 09:00
107,0,1,16,Standard,115,120,110,130,,02-04-2024 10:30
93,0,2,17,Standard,115,120,110,130,,25-04-2024 11:00
154,0,4,4,Pro,120,125,115,130,,22-04-2024 12:00
93,0,4,13,Standard,110,115,105,120,,30-04-2024 12:00
120,0,4,14,Pro,125,130,120,140,,08-04-2024 08:00
138,Concert,4,16,Pro,120,125,115,135,,27-04-2024 09:00
107,0,3,17,Standard,120,125,115,130,,27-04-2024 09:00
159,0,4,13,Standard,120,125,115,135,,22-04-2024 12:00
111,Conference,1,17,Pro,125,130,120,140,,10-04-2024 10:00
129,0,3,15,Standard,115,120,110,130,,15-04-2024 09:00
143,0,4,3,Pro,120,125,115,130,,23-04-2024 11:00
122,0,4,12,Standard,115,120,110,130,,28-04-2024 08:00
160,0,2,18,Standard,120,125,115,130,,14-04-2024 08:00
119,0,3,12,Standard,115,120,110,130,,17-04-2024 12:00
109,0,3,17,Standard,120,125,115,130,,12-04-2024 12:00
104,0,1,17,Standard,110,115,105,120,,15-04-2024 13:00
102,0,3,13,Standard,120,125,115,130,,09-04-2024 11:30
137,0,3,4,Pro,130,135,125,145,,13-04-2024 09:00
160,Food festival,3,3,Pro,125,130,120,140,,29-04-2024 08:00
112,0,3,19,Standard,115,120,110,130,,15-04-2024 11:30
138,Marathon,3,2,Pro,125,130,120,140,,27-04-2024 11:30
120,0,4,14,Standard,120,125,115,130,,15-04-2024 11:30
116,0,3,13,Standard,120,125,115,130,,19-04-2024 11:00
148,0,1,12,Standard,110,115,105,120,,02-04-2024 08:00
132,Concert,3,3,Pro,120,125,115,130,,04-04-2024 11:00
97,0,3,14,Standard,115,120,110,130,,27-04-2024 11:30
134,0,3,16,Pro,120,125,115,130,,29-04-2024 10:00
110,0,3,12,Standard,110,115,105,120,,19-04-2024 11:00
112,0,1,12,Pro,125,130,120,140,,30-04-2024 08:00
124,Marathon,3,4,Pro,125,130,120,140,,28-04-2024 08:00
151,Conference,4,14,Pro,130,135,125,145,,09-04-2024 11:30
115,0,3,4,Pro,115,120,110,130,,03-04-2024 09:00
134,0,4,5,Standard,130,135,125,145,,10-04-2024 08:00
80,Marathon,4,5,Pro,125,130,120,140,,17-04-2024 12:00
162,Marathon,4,2,Pro,130,135,125,145,,23-04-2024 12:30
120,0,3,14,Standard,115,120,110,130,,02-04-2024 10:30
130,Concert,2,6,Pro,125,130,120,140,,21-04-2024 11:30
145,Concert,2,5,Pro,130,135,125,145,,18-04-2024 08:00
179,Marathon,3,4,Pro,125,130,120,140,,27-04-2024 11:30
145,0,3,16,Standard,120,125,115,130,,16-04-2024 08:00
127,Marathon,2,3,Pro,125,130,120,140,,01-04-2024 12:00
126,0,3,9,Pro,120,125,115,130,,26-04-2024 12:00
128,0,3,10,Standard,120,125,115,135,,20-04-2024 08:00
91,0,1,14,Standard,115,120,110,130,,08-04-2024 08:00
163,Marathon,2,2,Pro,130,135,125,145,,26-04-2024 12:00
104,0,3,9,Standard,120,125,115,135,,26-04-2024 12:00
