BookingTime,Competitors' Rates ($),Room Price ($),Local Events/Attractions,Length of Stay (nights),Room Availability,Room Type
17-04-2024 08:00,"120, 125, 115, 130",140,None,4,15,Pro
28-04-2024 10:00,"120, 125, 115, 135",139,None,2,7,Standard
02-04-2024 12:45,"115, 120, 110, 130",103,None,3,15,Standard
24-04-2024 10:00,"130, 135, 125, 145",96,None,3,9,Standard
11-04-2024 10:00,"120, 125, 115, 130",125,None,4,18,Pro
26-04-2024 12:00,"130, 135, 125, 145",115,None,2,2,Pro
01-04-2024 15:00,"130, 135, 120, 125",103,None,3,17,Standard
08-04-2024 10:00,"120, 125, 115, 130",96,None,3,13,Standard
05-04-2024 12:00,"125, 130, 120, 140",152,Marathon,3,6,Pro
11-04-2024 08:00,"110, 115, 105, 120",157,None,2,3,Standard
05-04-2024 08:00,"125, 130, 120, 140",163,Food festival,3,5,Pro
23-04-2024 12:30,"130, 135, 125, 145",132,Concert,4,3,Pro
17-04-2024 08:00,"110, 115, 105, 120",90,None,3,11,Standard
28-04-2024 08:00,"115, 120, 110, 130",126,None,3,12,Standard
17-04-2024 08:00,"115, 120, 110, 130",130,None,2,18,Standard
22-04-2024 10:00,"115, 120, 110, 130",81,None,1,13,Standard
17-04-2024 08:00,"110, 115, 105, 120",89,None,3,14,Standard
26-04-2024 10:00,"110, 115, 105, 120",110,None,3,12,Standard
25-04-2024 11:00,"115, 120, 110, 130",115,None,1,15,Standard
24-04-2024 08:00,"115, 120, 110, 130",99,None,3,11,Standard
14-04-2024 08:00,"130, 135, 125, 145",175,Conference,3,4,Pro
09-04-2024 13:00,"110, 115, 105, 120",106,None,3,15,Standard
11-04-2024 12:00,"130, 135, 125, 145",124,None,2,6,Pro
17-04-2024 12:00,"115, 120, 110, 130",167,Conference,1,12,Pro
23-04-2024 11:00,"130, 135, 125, 145",166,None,2,3,Pro
16-04-2024 12:00,"130, 135, 125, 145",103,None,3,15,Standard
07-04-2024 11:00,"120, 125, 115, 130",118,None,1,15,Standard
29-04-2024 08:00,"125, 130, 120, 140",145,Conference,3,3,Pro
22-04-2024 08:00,"130, 135, 120, 125",170,Marathon,3,5,Pro
27-04-2024 11:30,"120, 125, 115, 130",127,None,3,14,Pro
10-04-2024 08:00,"125, 130, 120, 140",153,Business convention,2,11,Pro
14-04-2024 08:00,"130, 135, 125, 145",94,None,3,4,Pro
04-04-2024 11:00,"130, 135, 120, 125",95,None,1,15,Standard
12-04-2024 12:00,"120, 125, 115, 130",115,None,4,12,Standard
15-04-2024 13:00,"115, 120, 110, 130",106,None,3,13,Standard
06-04-2024 10:00,"125, 130, 120, 140",168,Marathon,2,3,Pro
24-04-2024 08:00,"120, 125, 115, 130",171,Marathon,4,4,Pro
09-04-2024 13:00,"115, 120, 110, 130",80,None,3,14,Standard
18-04-2024 08:00,"115, 120, 110, 130",97,None,3,16,Standard
28-04-2024 10:00,"115, 120, 110, 130",97,None,1,11,Standard
07-04-2024 09:00,"120, 125, 115, 135",102,None,3,12,Standard
28-04-2024 12:00,"125, 130, 120, 140",156,Concert,2,4,Pro
22-04-2024 12:00,"125, 130, 120, 140",117,None,4,18,Pro
17-04-2024 10:00,"120, 125, 115, 130",137,Marathon,2,4,Pro
14-04-2024 12:00,"110, 115, 105, 120",113,None,3,16,Standard
17-04-2024 08:00,"110, 115, 105, 120",109,None,2,13,Standard
07-04-2024 11:00,"120, 125, 115, 130",138,None,1,5,Pro
05-04-2024 12:00,"125, 130, 120, 140",157,Marathon,3,2,Pro
27-04-2024 13:00,"125, 130, 120, 140",146,Marathon,3,6,Pro
24-04-2024 12:00,"130, 135, 125, 145",130,None,3,15,Standard
20-04-2024 08:00,"125, 130, 120, 140",133,Marathon,2,3,Pro
09-04-2024 13:00,"115, 120, 110, 130",110,None,4,17,Standard
13-04-2024 09:00,"125, 130, 120, 140",130,Conference,4,3,Pro
24-04-2024 10:00,"115, 120, 110, 130",125,None,2,15,Standard
23-04-2024 12:30,"110, 115, 105, 120",84,None,3,14,Standard
26-04-2024 10:00,"130, 135, 125, 145",141,None,2,7,Pro
22-04-2024 12:00,"110, 115, 105, 120",124,None,1,11,Standard
17-04-2024 12:00,"120, 125, 115, 135",100,None,2,17,Standard
22-04-2024 12:00,"125, 130, 120, 140",168,None,3,2,Pro
08-04-2024 08:00,"110, 115, 105, 120",96,None,3,15,Standard
20-04-2024 10:00,"130, 135, 125, 145",131,None,2,3,Pro
29-04-2024 08:00,"130, 135, 125, 145",151,None,3,3,Pro
16-04-2024 12:00,"115, 120, 110, 130",92,None,1,14,Standard
16-04-2024 12:00,"115, 120, 110, 130",113,None,3,10,Standard
30-04-2024 08:00,"115, 120, 110, 130",103,None,3,15,Standard
19-04-2024 09:00,"120, 125, 115, 130",123,None,3,12,Pro
15-04-2024 09:00,"125, 130, 120, 140",156,None,4,12,Pro
03-04-2024 11:30,"130, 135, 125, 145",102,None,3,15,Standard
29-04-2024 08:00,"130, 135, 120, 125",112,None,3,5,Pro
05-04-2024 10:00,"120, 125, 115, 135",163,None,2,5,Pro
02-04-2024 08:00,"115, 120, 110, 130",114,None,3,16,Standard
29-04-2024 08:00,"130, 135, 125, 145",139,Conference,4,12,Pro
28-04-2024 08:00,"125, 130, 120, 140",113,None,3,11,Standard
25-04-2024 11:00,"130, 135, 125, 145",88,None,3,16,Standard
27-04-2024 13:00,"125, 130, 120, 140",151,None,3,2,Standard
15-04-2024 09:00,"125, 130, 120, 140",146,None,3,13,Standard
12-04-2024 12:00,"115, 120, 110, 130",113,None,3,14,Standard
08-04-2024 12:00,"130, 135, 125, 145",153,Marathon,2,3,Pro
07-04-2024 09:00,"110, 115, 105, 120",105,None,3,15,Standard
25-04-2024 09:00,"110, 115, 105, 120",145,None,3,15,Pro
04-04-2024 11:00,"110, 115, 105, 120",125,None,2,16,Standard
01-04-2024 12:00,"125, 130, 120, 140",154,Marathon,3,4,Pro
18-04-2024 10:00,"130, 135, 125, 145",103,None,1,14,Standard
30-04-2024 12:00,"120, 125, 115, 130",117,None,4,14,Standard
29-04-2024 08:00,"130, 135, 125, 145",115,None,1,12,Standard
09-04-2024 09:00,"130, 135, 125, 145",133,None,4,8,Pro
04-04-2024 09:30,"120, 125, 115, 135",116,Marathon,4,4,Pro
04-04-2024 11:00,"120, 125, 115, 130",119,None,1,14,Standard
15-04-2024 13:00,"125, 130, 120, 140",124,Marathon,1,3,Pro
20-04-2024 10:00,"130, 135, 120, 125",171,Concert,3,6,Pro
26-04-2024 12:00,"125, 130, 120, 140",146,Concert,3,4,Pro
23-04-2024 11:00,"120, 125, 115, 130",126,None,3,10,Pro
08-04-2024 08:00,"130, 135, 125, 145",131,Concert,4,4,Pro
06-04-2024 10:00,"115, 120, 110, 130",95,None,1,18,Standard
14-04-2024 12:00,"125, 130, 120, 140",156,Concert,3,6,Pro
04-04-2024 11:00,"125, 130, 120, 140",137,Marathon,3,5,Pro
16-04-2024 08:00,"125, 130, 120, 140",151,Marathon,1,4,Pro
04-04-2024 08:00,"115, 120, 110, 130",115,None,3,12,Standard
19-04-2024 11:00,"115, 120, 110, 130",85,None,3,15,Standard
17-04-2024 12:00,"125, 130, 120, 140",163,Marathon,3,4,Standard
08-04-2024 08:00,"130, 135, 120, 125",163,Food festival,2,3,Pro
19-04-2024 09:00,"120, 125, 115, 130",89,None,1,15,Standard
05-04-2024 10:00,"120, 125, 115, 130",104,None,4,6,Pro
25-04-2024 09:00,"115, 120, 110, 130",147,None,3,17,Standard
14-04-2024 10:00,"115, 120, 110, 130",81,None,4,16,Standard
22-04-2024 10:00,"125, 130, 120, 140",129,Conference,3,3,Pro
12-04-2024 12:00,"115, 120, 110, 130",113,None,1,17,Standard
06-04-2024 12:00,"115, 120, 110, 130",126,None,4,17,Standard
26-04-2024 10:00,"120, 125, 115, 130",90,None,3,12,Standard
06-04-2024 10:00,"125, 130, 120, 140",137,None,2,6,Pro
08-04-2024 12:00,"110, 115, 105, 120",96,None,1,11,Standard
27-04-2024 11:30,"130, 135, 125, 145",90,None,2,6,Standard
01-04-2024 15:00,"115, 120, 110, 130",108,None,3,14,Standard
15-04-2024 09:00,"120, 125, 115, 135",146,None,4,3,Pro
07-04-2024 11:00,"115, 120, 110, 130",97,None,3,14,Standard
25-04-2024 09:00,"130, 135, 125, 145",170,Conference,4,2,Pro
18-04-2024 10:00,"120, 125, 115, 130",122,None,3,6,Pro
07-04-2024 11:00,"115, 120, 110, 130",141,None,3,12,Pro
29-04-2024 08:00,"120, 125, 115, 130",85,None,1,18,Standard
30-04-2024 08:00,"110, 115, 105, 120",100,None,4,18,Standard
17-04-2024 12:00,"130, 135, 125, 145",140,None,3,6,Pro
04-04-2024 08:00,"110, 115, 105, 120",86,None,4,13,Standard
18-04-2024 10:00,"110, 115, 105, 120",97,None,4,13,Standard
06-04-2024 08:00,"115, 120, 110, 130",111,None,1,12,Standard
15-04-2024 13:00,"130, 135, 125, 145",131,Concert,1,7,Pro
01-04-2024 09:00,"125, 130, 120, 140",149,Marathon,4,2,Standard
11-04-2024 08:00,"120, 125, 115, 130",122,None,3,15,Standard
01-04-2024 12:00,"125, 130, 120, 140",164,Concert,2,2,Pro
07-04-2024 11:00,"115, 120, 110, 130",156,None,4,14,Standard
14-04-2024 10:00,"125, 130, 120, 140",123,Conference,2,18,Standard
19-04-2024 11:00,"110, 115, 105, 120",99,None,2,14,Standard
28-04-2024 08:00,"130, 135, 125, 145",106,None,4,16,Standard
06-04-2024 10:00,"110, 115, 105, 120",123,None,1,14,Pro
09-04-2024 09:00,"110, 115, 105, 120",145,None,3,18,Standard
26-04-2024 08:00,"130, 135, 125, 145",136,None,4,2,Pro
03-04-2024 14:00,"120, 125, 115, 135",156,Conference,3,5,Standard
23-04-2024 11:00,"115, 120, 110, 130",88,None,3,18,Standard
06-04-2024 08:00,"115, 120, 110, 130",110,None,3,16,Standard
18-04-2024 08:00,"115, 120, 110, 130",129,None,2,12,Standard
03-04-2024 09:00,"125, 130, 120, 140",99,None,3,12,Pro
26-04-2024 10:00,"130, 135, 125, 145",108,None,3,12,Standard
17-04-2024 10:00,"130, 135, 125, 145",173,None,2,5,Pro
05-04-2024 12:00,"125, 130, 120, 140",152,Marathon,4,2,Pro
03-04-2024 09:00,"115, 120, 110, 130",83,None,2,14,Standard
25-04-2024 09:00,"110, 115, 105, 120",160,None,3,6,Standard
30-04-2024 10:00,"115, 120, 110, 130",93,None,3,11,Standard
26-04-2024 08:00,"130, 135, 125, 145",166,Concert,4,5,Pro
30-04-2024 12:00,"120, 125, 115, 130",109,None,1,16,Standard
30-04-2024 10:00,"120, 125, 115, 130",124,None,3,16,Pro
15-04-2024 09:00,"130, 135, 125, 145",116,None,3,12,Standard
17-04-2024 10:00,"125, 130, 120, 140",120,None,3,5,Pro
01-04-2024 15:00,"120, 125, 115, 135",151,None,1,12,Standard
04-04-2024 11:00,"110, 115, 105, 120",82,None,1,13,Standard
26-04-2024 08:00,"115, 120, 110, 130",101,None,4,15,Standard
14-04-2024 08:00,"110, 115, 105, 120",140,None,3,13,Pro
18-04-2024 12:00,"115, 120, 110, 130",98,None,3,17,Standard
12-04-2024 12:00,"125, 130, 120, 140",145,None,4,17,Pro
16-04-2024 12:00,"125, 130, 120, 140",150,Marathon,3,4,Pro
26-04-2024 12:00,"125, 130, 120, 140",144,Marathon,3,2,Pro
03-04-2024 09:00,"125, 130, 120, 140",128,Marathon,2,2,Pro
02-04-2024 08:00,"120, 125, 115, 130",97,Concert,1,14,Pro
21-04-2024 11:30,"110, 115, 105, 120",95,None,1,14,Standard
26-04-2024 12:00,"125, 130, 120, 140",173,Marathon,2,6,Pro
11-04-2024 12:00,"125, 130, 120, 140",115,Concert,3,2,Pro
12-04-2024 08:00,"130, 135, 125, 145",120,None,3,2,Standard
10-04-2024 08:00,"125, 130, 120, 140",120,Concert,4,6,Pro
26-04-2024 12:00,"120, 125, 115, 130",122,None,1,15,Pro
01-04-2024 09:00,"110, 115, 105, 120",91,None,4,9,Standard
18-04-2024 12:00,"130, 135, 125, 145",95,None,1,16,Standard
03-04-2024 11:30,"120, 125, 115, 130",107,None,1,17,Standard
10-04-2024 12:00,"125, 130, 120, 140",156,Conference,3,4,Pro
09-04-2024 09:00,"115, 120, 110, 130",95,None,1,13,Standard
07-04-2024 11:00,"130, 135, 125, 145",130,None,2,3,Pro
15-04-2024 09:00,"120, 125, 115, 130",138,None,3,16,Standard
18-04-2024 10:00,"125, 130, 120, 140",100,None,3,15,Standard
30-04-2024 10:00,"115, 120, 110, 130",141,None,3,12,Standard
13-04-2024 09:00,"120, 125, 115, 130",159,Marathon,3,5,Pro
09-04-2024 13:00,"110, 115, 105, 120",119,None,4,11,Standard
22-04-2024 12:00,"125, 130, 120, 140",128,Marathon,2,6,Pro
08-04-2024 10:00,"125, 130, 120, 140",156,Marathon,2,7,Pro
25-04-2024 09:00,"120, 125, 115, 130",126,None,3,5,Pro
10-04-2024 10:00,"115, 120, 110, 130",112,None,3,16,Standard
17-04-2024 12:00,"130, 135, 120, 125",147,Marathon,3,4,Pro
28-04-2024 08:00,"110, 115, 105, 120",134,None,3,16,Standard
18-04-2024 10:00,"125, 130, 120, 140",150,Marathon,4,7,Pro
13-04-2024 09:00,"125, 130, 120, 140",131,Marathon,3,14,Standard
22-04-2024 12:00,"130, 135, 125, 145",144,Concert,3,2,Pro
01-04-2024 12:00,"130, 135, 125, 145",155,Marathon,3,4,Pro
01-04-2024 09:00,"120, 125, 115, 130",86,None,3,15,Standard
22-04-2024 12:00,"110, 115, 105, 120",86,None,3,14,Standard
19-04-2024 11:00,"125, 130, 120, 140",95,None,4,17,Standard
12-04-2024 12:00,"125, 130, 120, 140",155,None,2,5,Pro
21-04-2024 13:00,"130, 135, 125, 145",145,None,3,13,Standard
29-04-2024 12:00,"125, 130, 120, 140",165,Marathon,4,5,Pro
20-04-2024 12:00,"115, 120, 110, 130",91,None,1,15,Standard
04-04-2024 08:00,"115, 120, 110, 130",128,None,3,12,Standard
06-04-2024 12:00,"125, 130, 120, 140",150,Marathon,3,2,Pro
23-04-2024 11:00,"115, 120, 110, 130",110,None,3,17,Standard
03-04-2024 09:00,"130, 135, 125, 145",87,None,1,14,Standard
10-04-2024 12:00,"115, 120, 110, 130",140,None,2,18,Standard
04-04-2024 09:30,"120, 125, 115, 130",172,None,3,13,Pro
05-04-2024 12:00,"125, 130, 120, 140",113,None,4,14,Pro
09-04-2024 09:00,"120, 125, 115, 130",152,None,2,19,Standard
02-04-2024 12:45,"125, 130, 120, 140",129,Marathon,4,6,Pro
15-04-2024 09:00,"115, 120, 110, 130",116,None,3,16,Standard
18-04-2024 10:00,"125, 130, 120, 140",139,Marathon,4,2,Standard
20-04-2024 10:00,"120, 125, 115, 130",88,None,3,16,Standard
01-04-2024 12:00,"130, 135, 125, 145",178,Marathon,4,2,Pro
21-04-2024 13:00,"125, 130, 120, 140",180,None,3,2,Pro
10-04-2024 12:00,"120, 125, 115, 130",141,None,2,12,Standard
27-04-2024 09:00,"125, 130, 120, 140",130,None,3,12,Pro
01-04-2024 12:00,"125, 130, 120, 140",168,None,2,2,Pro
10-04-2024 12:00,"120, 125, 115, 130",135,None,4,18,Pro
28-04-2024 12:00,"130, 135, 120, 125",115,None,3,9,Pro
29-04-2024 08:00,"120, 125, 115, 135",87,None,4,12,Pro
16-04-2024 08:00,"115, 120, 110, 130",114,None,3,9,Standard
04-04-2024 11:00,"115, 120, 110, 130",101,None,3,13,Standard
28-04-2024 12:00,"125, 130, 120, 140",150,Marathon,4,2,Pro
26-04-2024 10:00,"130, 135, 125, 145",138,Concert,4,3,Pro
01-04-2024 12:00,"130, 135, 125, 145",123,Marathon,2,7,Pro
01-04-2024 12:00,"125, 130, 120, 140",133,Concert,3,5,Pro
02-04-2024 10:30,"130, 135, 125, 145",146,Concert,4,5,Pro
16-04-2024 08:00,"110, 115, 105, 120",108,None,4,16,Standard
24-04-2024 08:00,"125, 130, 120, 140",132,Concert,4,3,Pro
06-04-2024 12:00,"115, 120, 110, 130",82,None,2,14,Standard
10-04-2024 08:00,"125, 130, 120, 140",144,None,4,8,Standard
19-04-2024 09:00,"125, 130, 120, 140",139,Marathon,4,3,Pro
22-04-2024 12:00,"125, 130, 120, 140",136,Marathon,1,4,Pro
03-04-2024 11:30,"115, 120, 110, 130",103,None,3,18,Standard
29-04-2024 08:00,"125, 130, 120, 140",160,None,3,16,Standard
08-04-2024 10:00,"125, 130, 120, 140",144,Concert,2,4,Pro
22-04-2024 12:00,"120, 125, 115, 130",112,None,3,6,Standard
26-04-2024 08:00,"120, 125, 115, 130",150,Marathon,3,5,Standard
23-04-2024 11:00,"115, 120, 110, 130",110,None,3,18,Standard
08-04-2024 12:00,"110, 115, 105, 120",104,None,4,15,Standard
14-04-2024 08:00,"110, 115, 105, 120",140,Conference,2,2,Standard
11-04-2024 10:00,"115, 120, 110, 130",93,None,3,16,Standard
21-04-2024 11:30,"115, 120, 110, 130",80,None,1,14,Standard
07-04-2024 09:00,"125, 130, 120, 140",127,Marathon,3,2,Pro
02-04-2024 08:00,"130, 135, 125, 145",153,None,3,2,Pro
26-04-2024 12:00,"130, 135, 125, 145",130,Marathon,4,2,Pro
26-04-2024 08:00,"110, 115, 105, 120",90,None,2,16,Standard
19-04-2024 09:00,"125, 130, 120, 140",138,Concert,2,3,Pro
15-04-2024 11:30,"130, 135, 125, 145",179,None,2,10,Standard
03-04-2024 11:30,"120, 125, 115, 130",117,None,1,14,Standard
06-04-2024 10:00,"130, 135, 125, 145",144,Marathon,2,4,Pro
09-04-2024 13:00,"115, 120, 110, 130",121,None,3,13,Standard
10-04-2024 08:00,"115, 120, 110, 130",106,None,2,13,Standard
21-04-2024 09:00,"115, 120, 110, 130",102,None,4,14,Standard
26-04-2024 10:00,"115, 120, 110, 130",104,None,3,15,Standard
02-04-2024 12:45,"115, 120, 110, 130",119,None,2,11,Standard
28-04-2024 12:00,"110, 115, 105, 120",88,None,3,16,Standard
17-04-2024 08:00,"120, 125, 115, 130",81,None,3,17,Standard
22-04-2024 10:00,"130, 135, 125, 145",163,Concert,3,6,Pro
03-04-2024 14:00,"125, 130, 120, 140",170,Marathon,3,3,Pro
22-04-2024 10:00,"110, 115, 105, 120",91,None,2,15,Standard
20-04-2024 10:00,"130, 135, 120, 125",132,None,3,5,Pro
03-04-2024 09:00,"120, 125, 115, 130",125,None,3,12,Standard
20-04-2024 12:00,"125, 130, 120, 140",178,Marathon,4,3,Pro
13-04-2024 09:00,"130, 135, 125, 145",131,None,2,15,Standard
29-04-2024 12:00,"130, 135, 125, 145",158,Food festival,3,3,Pro
03-04-2024 09:00,"130, 135, 125, 145",146,None,3,10,Pro
20-04-2024 12:00,"125, 130, 120, 140",141,Marathon,3,4,Pro
12-04-2024 12:00,"110, 115, 105, 120",105,None,1,13,Standard
11-04-2024 08:00,"120, 125, 115, 130",81,Food festival,3,12,Pro
30-04-2024 12:00,"130, 135, 125, 145",168,Conference,3,5,Pro
22-04-2024 08:00,"110, 115, 105, 120",112,None,3,5,Standard
30-04-2024 10:00,"115, 120, 110, 130",89,None,2,15,Standard
20-04-2024 12:00,"115, 120, 110, 130",123,None,2,17,Standard
29-04-2024 12:00,"120, 125, 115, 130",96,None,3,13,Pro
02-04-2024 10:30,"115, 120, 110, 130",107,None,1,14,Standard
26-04-2024 12:00,"130, 135, 125, 145",136,None,3,3,Pro
21-04-2024 13:00,"125, 130, 120, 140",131,Marathon,3,3,Pro
29-04-2024 10:00,"115, 120, 110, 130",100,None,3,13,Pro
21-04-2024 09:00,"115, 120, 110, 130",83,None,3,13,Standard
20-04-2024 10:00,"125, 130, 120, 140",134,Conference,3,12,Pro
14-04-2024 08:00,"125, 130, 120, 140",141,Conference,3,11,Standard
29-04-2024 10:00,"115, 120, 110, 130",98,None,4,13,Standard
26-04-2024 12:00,"120, 125, 115, 130",134,None,2,3,Pro
18-04-2024 10:00,"120, 125, 115, 130",136,None,2,3,Pro
29-04-2024 08:00,"115, 120, 110, 130",88,None,1,4,Standard
18-04-2024 12:00,"125, 130, 120, 140",153,Concert,4,2,Pro
19-04-2024 11:00,"120, 125, 115, 130",97,None,4,15,Standard
04-04-2024 11:00,"110, 115, 105, 120",86,None,3,16,Pro
23-04-2024 09:00,"125, 130, 120, 140",138,Conference,2,3,Pro
17-04-2024 08:00,"125, 130, 120, 140",104,None,1,13,Standard
25-04-2024 11:00,"120, 125, 115, 130",111,None,4,11,Standard
25-04-2024 11:00,"115, 120, 110, 130",87,None,2,13,Standard
10-04-2024 12:00,"125, 130, 120, 140",87,Concert,1,6,Pro
20-04-2024 12:00,"130, 135, 125, 145",153,None,3,3,Pro
17-04-2024 10:00,"125, 130, 120, 140",101,None,4,17,Standard
06-04-2024 12:00,"125, 130, 120, 140",132,Conference,2,5,Pro
02-04-2024 08:00,"115, 120, 110, 130",96,None,3,14,Standard
28-04-2024 10:00,"125, 130, 120, 140",150,Marathon,3,4,Pro
17-04-2024 12:00,"115, 120, 110, 130",110,None,1,15,Standard
23-04-2024 12:30,"115, 120, 110, 130",115,Business convention,3,14,Standard
01-04-2024 09:00,"125, 130, 120, 140",151,Marathon,3,4,Pro
30-04-2024 08:00,"125, 130, 120, 140",108,None,4,4,Standard
23-04-2024 09:00,"130, 135, 125, 145",145,None,3,13,Standard
20-04-2024 08:00,"130, 135, 125, 145",117,None,2,3,Pro
14-04-2024 12:00,"130, 135, 125, 145",141,Marathon,3,5,Pro
20-04-2024 10:00,"110, 115, 105, 120",147,None,2,2,Pro
06-04-2024 08:00,"110, 115, 105, 120",98,None,3,15,Standard
01-04-2024 09:00,"120, 125, 115, 135",160,Marathon,3,2,Pro
08-04-2024 08:00,"125, 130, 120, 140",149,Food festival,2,16,Pro
30-04-2024 08:00,"120, 125, 115, 130",136,None,3,15,Standard
10-04-2024 08:00,"120, 125, 115, 130",133,None,3,2,Pro
12-04-2024 12:00,"125, 130, 120, 140",119,Food festival,2,7,Pro
13-04-2024 11:00,"125, 130, 120, 140",157,Food festival,2,4,Pro
29-04-2024 10:00,"125, 130, 120, 140",138,Business convention,4,4,Pro
11-04-2024 10:00,"125, 130, 120, 140",175,None,4,4,Pro
16-04-2024 10:00,"125, 130, 120, 140",153,Concert,2,6,Pro
16-04-2024 10:00,"125, 130, 120, 140",155,Conference,2,8,Standard
29-04-2024 12:00,"125, 130, 120, 140",143,Concert,2,6,Pro
25-04-2024 09:00,"125, 130, 120, 140",154,Concert,3,5,Pro
11-04-2024 10:00,"115, 120, 110, 130",150,None,3,17,Standard
02-04-2024 10:30,"110, 115, 105, 120",80,None,2,14,Standard
28-04-2024 08:00,"130, 135, 125, 145",169,None,3,2,Pro
19-04-2024 09:00,"130, 135, 125, 145",93,None,4,16,Standard
08-04-2024 12:00,"130, 135, 125, 145",169,None,2,4,Pro
03-04-2024 14:00,"130, 135, 120, 125",133,None,3,17,Pro
08-04-2024 12:00,"130, 135, 125, 145",136,Marathon,2,3,Pro
24-04-2024 08:00,"120, 125, 115, 135",125,None,3,13,Standard
02-04-2024 10:30,"115, 120, 110, 130",164,None,4,5,Pro
29-04-2024 08:00,"115, 120, 110, 130",94,None,3,18,Standard
24-04-2024 12:00,"115, 120, 110, 130",133,None,3,5,Standard
01-04-2024 09:00,"115, 120, 110, 130",92,None,3,11,Standard
26-04-2024 12:00,"130, 135, 125, 145",148,Concert,4,4,Pro
02-04-2024 12:45,"130, 135, 120, 125",95,None,3,4,Standard
03-04-2024 09:00,"115, 120, 110, 130",80,None,4,16,Standard
22-04-2024 08:00,"110, 115, 105, 120",109,None,2,13,Standard
14-04-2024 08:00,"125, 130, 120, 140",131,Concert,2,3,Pro
27-04-2024 13:00,"130, 135, 125, 145",86,None,3,15,Standard
01-04-2024 12:00,"125, 130, 120, 140",121,Concert,2,6,Pro
18-04-2024 08:00,"130, 135, 125, 145",168,None,3,2,Pro
28-04-2024 12:00,"130, 135, 125, 145",98,None,4,6,Standard
16-04-2024 12:00,"110, 115, 105, 120",137,None,3,13,Standard
16-04-2024 08:00,"115, 120, 110, 130",93,None,4,15,Standard
17-04-2024 12:00,"130, 135, 125, 145",154,Marathon,4,8,Pro
16-04-2024 12:00,"115, 120, 110, 130",101,None,1,11,Standard
10-04-2024 12:00,"115, 120, 110, 130",119,None,3,13,Standard
05-04-2024 12:00,"115, 120, 110, 130",96,None,3,14,Standard
22-04-2024 12:00,"125, 130, 120, 140",173,Concert,3,6,Pro
20-04-2024 10:00,"125, 130, 120, 140",122,Marathon,2,15,Pro
01-04-2024 12:00,"120, 125, 115, 130",140,None,3,2,Standard
22-04-2024 10:00,"120, 125, 115, 130",100,None,1,15,Standard
03-04-2024 09:00,"115, 120, 110, 130",110,None,1,14,Standard
03-04-2024 09:00,"125, 130, 120, 140",136,Marathon,4,5,Pro
18-04-2024 08:00,"125, 130, 120, 140",113,Concert,3,2,Pro
02-04-2024 10:30,"115, 120, 110, 130",126,None,3,9,Standard
10-04-2024 10:00,"110, 115, 105, 120",89,None,3,17,Standard
26-04-2024 08:00,"130, 135, 125, 145",169,Marathon,3,3,Pro
30-04-2024 08:00,"120, 125, 115, 135",132,None,4,12,Standard
14-04-2024 08:00,"125, 130, 120, 140",140,Marathon,2,2,Pro
29-04-2024 12:00,"125, 130, 120, 140",162,Marathon,3,3,Pro
01-04-2024 09:00,"110, 115, 105, 120",94,None,1,14,Standard
10-04-2024 12:00,"120, 125, 115, 130",134,None,1,6,Pro
26-04-2024 12:00,"125, 130, 120, 140",155,Concert,3,2,Pro
04-04-2024 09:30,"120, 125, 115, 130",102,None,3,14,Standard
08-04-2024 10:00,"120, 125, 115, 135",106,None,3,16,Standard
02-04-2024 08:00,"125, 130, 120, 140",166,None,4,13,Standard
27-04-2024 13:00,"110, 115, 105, 120",117,None,2,7,Standard
18-04-2024 12:00,"115, 120, 110, 130",121,None,3,3,Standard
30-04-2024 12:00,"130, 135, 125, 145",146,Marathon,2,3,Pro
17-04-2024 08:00,"115, 120, 110, 130",91,None,3,16,Standard
10-04-2024 12:00,"125, 130, 120, 140",94,None,4,8,Standard
04-04-2024 09:30,"125, 130, 120, 140",123,Marathon,3,4,Pro
01-04-2024 15:00,"125, 130, 120, 140",154,Marathon,4,5,Pro
24-04-2024 10:00,"130, 135, 125, 145",105,None,2,10,Standard
02-04-2024 08:00,"125, 130, 120, 140",139,None,2,3,Pro
05-04-2024 08:00,"110, 115, 105, 120",105,None,4,15,Standard
21-04-2024 13:00,"120, 125, 115, 130",123,None,3,17,Standard
01-04-2024 12:00,"125, 130, 120, 140",155,Conference,2,8,Pro
04-04-2024 08:00,"125, 130, 120, 140",145,Food festival,4,2,Pro
28-04-2024 12:00,"120, 125, 115, 130",136,None,4,14,Pro
24-04-2024 08:00,"125, 130, 120, 140",152,Conference,4,6,Pro
18-04-2024 12:00,"120, 125, 115, 130",104,None,3,16,Standard
20-04-2024 10:00,"115, 120, 110, 130",81,None,3,16,Standard
28-04-2024 08:00,"125, 130, 120, 140",140,None,3,4,Pro
15-04-2024 13:00,"115, 120, 110, 130",94,None,2,19,Standard
30-04-2024 08:00,"130, 135, 125, 145",118,Concert,4,12,Standard
01-04-2024 12:00,"125, 130, 120, 140",118,Marathon,2,2,Pro
06-04-2024 08:00,"120, 125, 115, 130",151,None,4,4,Standard
09-04-2024 11:30,"115, 120, 110, 130",131,None,3,18,Standard
03-04-2024 11:30,"110, 115, 105, 120",87,None,4,17,Standard
06-04-2024 10:00,"125, 130, 120, 140",133,Concert,4,7,Pro
04-04-2024 11:00,"125, 130, 120, 140",89,None,3,8,Pro
01-04-2024 09:00,"110, 115, 105, 120",97,None,1,19,Standard
17-04-2024 12:00,"110, 115, 105, 120",100,None,3,14,Standard
