booking_time,lead_time,adr,total_people,room_type,local_events,room_price,competitor_a_price,competitor_b_price,competitor_c_price,length_of_stay,occupancy_rate,room_availability
2024-05-04 14:45:00,22,220,4,Deluxe,Concert,330,320,310,298,5,0.81,177
2024-07-03 08:40:00,22,137,4,Deluxe,None,211,273,190,179,6,0.72,154
2024-10-11 16:55:00,19,141,4,Suite,None,272,272,213,239,3,0.72,143
2024-11-09 16:55:00,25,151,3,Suite,None,312,221,185,259,6,0.81,120
2024-05-02 14:45:00,21,130,5,Family,None,273,221,318,183,7,0.81,176
2024-11-28 12:30:00,22,162,5,Suite,None,291,268,192,212,4,0.78,154
2024-10-11 16:55:00,19,199,2,Deluxe,Vacations,330,318,268,315,5,0.85,148
2024-06-22 07:05:00,25,199,3,Suite,None,270,203,281,315,3,0.76,134
2024-10-14 13:40:00,26,180,2,Deluxe,Vacations,324,265,265,287,5,0.84,140
2024-06-17 07:05:00,19,133,3,Deluxe,None,234,320,283,215,3,0.82,139
2024-08-15 10:00:00,23,209,3,Suite,Concert,262,263,288,196,5,0.83,144
2024-07-29 07:05:00,23,130,3,Family,None,190,214,185,175,4,0.82,145
2024-08-03 08:10:00,20,220,3,Deluxe,None,330,320,283,315,5,0.83,151
2024-08-05 08:10:00,26,220,4,Suite,None,330,320,273,315,3,0.79,161
2024-06-24 07:05:00,25,220,2,Deluxe,None,330,300,299,272,5,0.87,148
2024-10-15 16:55:00,27,151,4,Suite,None,258,285,218,215,3,0.82,460
2024-06-16 09:20:00,21,130,4,Family,None,242,250,185,191,3,0.74,166
2024-07-26 15:35:00,27,156,5,Family,None,214,212,185,175,4,0.79,137
2024-06-09 09:20:00,25,220,4,Suite,None,330,308,325,315,5,0.81,165
2024-05-09 14:15:00,23,198,2,Deluxe,Concert,325,319,290,315,5,0.85,155
2024-08-19 10:00:00,25,141,1,Deluxe,None,330,231,254,227,3,0.85,135
2024-05-06 14:45:00,19,131,3,Suite,None,274,188,219,209,3,0.82,169
2024-10-30 12:30:00,24,220,4,Deluxe,None,330,296,308,315,5,0.83,172
2024-06-02 15:35:00,23,179,3,Suite,None,272,244,256,255,6,0.73,148
2024-07-17 15:35:00,27,206,3,Suite,None,325,250,262,275,5,0.82,158
2024-10-25 12:30:00,26,213,2,Deluxe,None,330,300,316,293,5,0.83,158
2024-07-27 15:35:00,27,179,3,Suite,Concert,330,270,298,315,5,0.81,136
2024-06-21 11:25:00,21,212,3,Suite,None,329,320,312,315,5,0.82,165
2024-06-24 07:05:00,25,220,4,Suite,None,249,296,245,185,6,0.82,174
2024-11-01 12:30:00,26,199,2,Family,None,330,291,314,223,3,0.84,155
2024-07-19 15:35:00,18,220,2,Suite,None,287,283,325,305,5,0.86,178
2024-06-05 09:20:00,24,181,3,Family,None,330,256,325,315,6,0.84,162
2024-05-06 14:45:00,21,206,2,Deluxe,None,330,320,298,315,5,0.83,151
2024-10-12 16:55:00,20,160,3,Suite,None,229,236,302,209,3,0.78,460
2024-06-21 07:05:00,22,187,3,Family,None,330,184,253,203,5,0.83,154
2024-08-11 08:10:00,25,165,4,Suite,None,281,239,237,238,6,0.87,178
2024-07-22 15:35:00,22,211,3,Deluxe,None,282,320,302,245,5,0.84,177
2024-09-02 11:40:00,25,171,4,Deluxe,None,292,283,217,213,3,0.72,129
2024-06-24 07:05:00,21,136,4,Deluxe,None,278,237,233,278,6,0.78,163
2024-05-06 14:45:00,23,185,2,Deluxe,None,321,294,325,308,5,0.85,166
2024-05-12 14:30:00,22,197,3,Deluxe,Concert,330,320,298,301,5,0.85,146
2024-05-01 14:45:00,27,186,4,Suite,None,330,308,271,315,6,0.86,156
2024-11-01 12:30:00,21,137,1,Deluxe,None,236,270,234,187,7,0.75,136
2024-08-10 08:10:00,26,135,3,Family,None,252,215,185,175,3,0.73,121
2024-08-01 08:10:00,26,208,5,Suite,None,190,203,248,237,7,0.88,156
2024-07-14 15:35:00,23,165,4,Family,None,237,235,218,175,3,0.86,169
2024-10-16 16:55:00,21,175,4,Deluxe,None,303,320,221,191,5,0.88,145
2024-08-05 08:10:00,19,130,4,Family,None,203,219,185,181,3,0.72,160
2024-06-06 09:20:00,19,130,3,Family,None,239,187,287,196,3,0.83,120
2024-06-02 15:35:00,24,220,4,Suite,None,286,261,292,220,5,0.72,352
2024-06-13 09:20:00,20,213,3,Deluxe,Concert,328,320,325,312,5,0.92,182
2024-05-06 14:45:00,22,196,2,Family,None,330,320,302,244,5,0.85,154
2024-07-22 15:35:00,25,209,1,Suite,None,330,320,325,315,6,0.87,163
2024-10-06 16:55:00,28,220,2,Deluxe,None,330,283,325,306,6,0.91,171
2024-08-11 08:10:00,23,183,3,Suite,None,330,313,271,309,5,0.84,120
2024-08-15 10:00:00,25,213,2,Deluxe,None,330,187,322,312,4,0.82,187
2024-09-18 10:00:00,21,142,3,Family,None,255,247,185,230,4,0.74,170
2024-06-26 09:20:00,27,195,5,Deluxe,None,316,191,198,302,5,0.85,146
2024-05-01 14:45:00,21,205,4,Family,Concert,330,303,282,204,3,0.82,132
2024-10-30 12:30:00,19,220,2,Suite,None,208,227,306,262,5,0.84,166
2024-06-23 07:05:00,24,220,3,Deluxe,None,330,214,314,296,3,0.84,136
2024-08-03 08:10:00,22,185,5,Suite,None,301,180,231,202,5,0.79,151
2024-11-27 12:30:00,21,171,3,Suite,None,233,229,185,192,6,0.83,152
2024-07-03 08:40:00,21,188,5,Family,None,311,231,238,224,6,0.76,130
2024-06-16 09:20:00,25,185,3,Family,None,253,244,239,240,3,0.78,120
2024-06-30 09:20:00,23,135,5,Suite,None,234,221,192,175,3,0.78,120
2024-11-26 12:30:00,25,130,4,Suite,None,243,218,202,202,4,0.86,179
2024-05-02 14:45:00,27,218,4,Deluxe,None,330,303,320,315,5,0.85,156
2024-05-24 15:35:00,25,197,2,Deluxe,None,330,189,325,283,3,0.83,156
2024-08-11 08:10:00,21,139,1,Deluxe,None,271,211,309,232,3,0.72,162
2024-06-16 09:20:00,25,182,4,Suite,Vacations,302,271,224,278,4,0.82,150
2024-10-30 12:30:00,26,174,2,Deluxe,None,325,258,323,291,7,0.77,174
2024-10-16 16:55:00,22,162,4,Suite,None,233,245,218,225,3,0.73,132
2024-07-24 15:35:00,25,133,2,Deluxe,None,269,259,281,267,4,0.73,137
2024-08-03 08:10:00,23,219,1,Family,None,290,207,185,175,6,0.74,125
2024-05-09 14:15:00,21,220,3,Deluxe,None,328,320,281,315,5,0.73,130
2024-06-13 09:20:00,23,152,3,Family,None,190,213,214,191,3,0.82,156
2024-11-28 12:30:00,24,130,3,Suite,None,282,280,309,175,6,0.89,162
2024-08-10 08:10:00,26,198,4,Family,None,330,320,284,263,5,0.9,127
2024-09-04 11:40:00,21,139,3,Deluxe,None,326,243,247,232,5,0.84,132
2024-05-06 14:45:00,20,218,2,Deluxe,None,329,320,309,312,3,0.83,151
2024-05-06 14:45:00,26,192,2,Suite,None,306,247,321,175,3,0.72,131
2024-10-11 16:55:00,26,197,2,Deluxe,None,330,320,325,308,5,0.87,139
2024-08-19 10:00:00,27,150,3,Suite,None,241,251,205,175,3,0.73,158
2024-07-29 07:05:00,24,138,4,Deluxe,None,330,259,207,315,3,0.82,161
2024-09-29 07:05:00,19,130,3,Deluxe,None,261,269,185,204,3,0.74,156
2024-06-13 09:20:00,20,150,4,Suite,None,274,231,267,251,6,0.81,124
2024-11-05 09:10:00,23,178,3,Family,None,252,191,192,260,5,0.81,132
2024-06-26 09:20:00,22,178,4,Deluxe,None,330,249,275,313,5,0.82,146
2024-07-18 10:45:00,23,137,5,Deluxe,None,214,203,208,177,7,0.86,460
2024-06-23 07:05:00,24,130,3,Family,None,235,248,189,175,3,0.83,152
2024-05-06 14:45:00,26,220,4,Suite,None,281,224,311,315,5,0.72,164
2024-10-20 16:55:00,23,161,4,Family,Festival,318,185,223,187,4,0.83,460
2024-07-17 15:35:00,19,130,3,Family,Vacations,314,305,185,276,3,0.72,159
2024-10-14 13:40:00,26,208,2,Deluxe,None,330,284,305,296,5,0.84,120
2024-11-15 12:30:00,25,191,3,Suite,Concert,286,180,234,315,6,0.77,163
2024-07-17 15:35:00,27,220,4,Suite,None,330,292,280,245,5,0.82,186
2024-07-27 15:35:00,21,153,2,Deluxe,None,330,225,301,290,6,0.88,164
2024-10-06 16:55:00,24,157,3,Suite,None,330,253,316,308,4,0.82,169
2024-08-11 08:10:00,22,219,2,Deluxe,None,330,311,297,260,5,0.82,163
2024-08-22 11:40:00,22,220,3,Suite,None,286,213,220,293,3,0.84,167
2024-07-18 10:45:00,21,200,2,Deluxe,Vacations,330,320,259,315,3,0.82,120
2024-09-14 11:40:00,21,130,2,Family,None,209,241,185,246,7,0.73,166
2024-09-12 11:40:00,21,186,2,Suite,None,311,312,272,264,5,0.82,127
2024-06-24 07:05:00,24,175,3,Family,None,247,218,215,186,6,0.72,128
2024-06-20 07:05:00,22,150,3,Family,Vacations,315,263,185,175,6,0.73,135
2024-10-16 16:55:00,19,130,3,Family,None,279,258,185,215,4,0.74,135
2024-06-12 09:20:00,25,132,1,Family,None,327,320,303,231,5,0.81,141
2024-11-01 12:30:00,25,220,2,Deluxe,None,330,320,325,315,5,0.83,179
2024-07-23 15:35:00,19,138,3,Suite,None,311,228,202,226,4,0.74,128
2024-10-11 16:55:00,25,189,1,Deluxe,None,330,305,280,315,4,0.83,192
2024-10-20 16:55:00,23,154,4,Family,None,269,180,296,282,5,0.72,131
2024-11-30 12:30:00,22,148,3,Suite,None,266,180,185,175,6,0.76,165
2024-07-27 15:35:00,19,164,4,Deluxe,Concert,330,266,262,307,6,0.86,167
2024-09-13 11:40:00,18,207,3,Deluxe,Concert,330,240,293,254,5,0.88,160
2024-09-29 07:05:00,24,130,5,Family,None,230,189,207,175,3,0.73,120
2024-11-15 12:30:00,23,220,2,Suite,None,330,320,324,269,5,0.83,183
2024-05-24 15:35:00,26,205,4,Family,Concert,330,303,292,295,6,0.81,138
2024-08-20 10:00:00,27,220,2,Deluxe,None,330,320,297,299,4,0.85,165
2024-07-14 15:35:00,22,130,4,Family,None,190,220,202,175,6,0.74,156
2024-08-19 10:00:00,21,187,2,Suite,Concert,222,270,283,233,4,0.73,156
2024-10-18 16:55:00,22,220,2,Deluxe,None,330,320,315,294,6,0.83,156
2024-09-29 07:05:00,24,130,3,Family,None,201,183,211,247,3,0.72,127
2024-08-07 08:10:00,24,211,1,Deluxe,None,330,276,274,315,5,0.85,141
2024-07-29 07:05:00,20,132,5,Family,None,252,185,185,175,3,0.72,134
2024-09-14 11:40:00,24,193,4,Family,None,301,234,293,189,3,0.84,120
2024-06-12 09:20:00,23,206,4,Deluxe,None,330,320,296,300,5,0.83,149
2024-10-12 16:55:00,19,130,3,Suite,None,268,215,185,175,3,0.76,120
2024-06-28 07:05:00,21,180,2,Deluxe,None,310,320,246,261,5,0.72,144
2024-08-10 08:10:00,23,175,3,Suite,None,330,269,318,273,5,0.85,143
2024-06-06 09:20:00,24,130,5,Family,None,264,285,185,189,3,0.72,165
2024-06-30 09:20:00,22,187,2,Deluxe,None,267,224,235,175,7,0.89,140
2024-07-18 10:45:00,20,143,3,Deluxe,None,209,261,185,224,6,0.77,170
2024-06-23 07:05:00,22,219,1,Deluxe,None,330,311,303,307,5,0.83,146
2024-08-06 08:10:00,22,165,4,Deluxe,None,330,320,316,245,5,0.84,129
2024-11-15 12:30:00,22,180,3,Suite,None,190,219,217,177,5,0.79,157
2024-09-06 11:40:00,21,130,2,Deluxe,None,317,275,269,315,3,0.84,162
2024-08-20 10:00:00,26,220,2,Suite,None,330,299,325,314,5,0.89,160
2024-08-27 17:55:00,22,178,3,Deluxe,None,330,320,280,307,5,0.84,131
2024-11-01 12:30:00,24,200,2,Suite,None,274,219,212,226,6,0.83,161
2024-08-22 11:40:00,27,201,4,Suite,None,236,180,240,210,6,0.92,144
2024-06-13 09:20:00,24,130,3,Deluxe,None,330,181,256,179,6,0.9,145
2024-09-29 07:05:00,23,154,3,Family,None,190,210,185,211,6,0.74,460
2024-05-12 14:30:00,21,149,4,Family,None,223,253,205,175,3,0.72,460
2024-07-22 15:35:00,21,130,4,Suite,Festival,257,206,207,292,5,0.74,130
2024-10-30 12:30:00,25,165,2,Family,Concert,238,259,185,214,3,0.72,139
2024-11-26 12:30:00,22,130,4,Family,None,273,267,185,205,4,0.8,152
2024-11-01 12:30:00,23,130,4,Family,None,268,248,195,264,3,0.72,141
2024-07-29 07:05:00,23,220,2,Deluxe,None,312,296,291,300,5,0.84,139
2024-08-25 10:00:00,19,208,5,Suite,None,222,264,319,223,6,0.72,157
2024-07-14 15:35:00,25,137,3,Family,None,223,237,188,215,6,0.79,460
2024-08-25 10:00:00,20,148,5,Family,None,246,221,185,227,3,0.73,144
2024-08-09 08:10:00,21,150,3,Suite,None,330,255,204,196,5,0.79,164
2024-05-01 14:45:00,20,130,4,Suite,None,278,251,185,227,3,0.75,147
2024-06-13 09:20:00,19,212,4,Suite,None,283,246,223,307,5,0.85,182
2024-07-26 15:35:00,19,183,2,Deluxe,None,312,298,302,315,5,0.84,178
2024-05-29 14:45:00,27,157,4,Suite,Concert,300,187,208,237,6,0.79,149
2024-09-12 11:40:00,28,217,2,Deluxe,Concert,330,314,325,302,5,0.84,150
2024-10-06 16:55:00,24,166,3,Suite,None,216,188,239,229,3,0.78,133
2024-08-15 10:00:00,21,130,4,Family,None,253,216,185,215,3,0.84,167
2024-11-26 12:30:00,21,196,2,Deluxe,None,330,320,272,291,5,0.82,133
2024-05-12 14:30:00,25,184,2,Suite,None,330,299,286,315,5,0.83,130
2024-10-08 16:55:00,21,156,3,Family,None,282,205,207,251,3,0.78,152
2024-05-06 14:45:00,21,183,3,Suite,None,287,285,208,212,3,0.84,126
2024-07-19 15:35:00,23,130,2,Suite,None,273,228,186,179,3,0.72,130
2024-06-20 07:05:00,23,130,3,Suite,None,329,250,190,175,3,0.83,144
2024-06-16 09:20:00,23,211,3,Suite,None,251,180,325,246,5,0.83,144
2024-09-06 11:40:00,23,176,5,Family,None,291,205,201,247,5,0.84,147
2024-06-13 09:20:00,21,130,5,Family,None,208,206,185,175,3,0.72,371
2024-09-18 10:00:00,21,150,3,Suite,None,237,203,294,190,6,0.78,136
2024-05-06 14:45:00,22,189,2,Deluxe,None,330,320,323,272,5,0.82,169
2024-05-28 14:45:00,23,172,4,Suite,None,269,283,280,295,3,0.84,162
2024-05-27 14:45:00,18,200,3,Deluxe,Concert,330,282,260,220,5,0.84,149
2024-08-20 10:00:00,22,149,3,Family,None,248,268,191,177,6,0.79,149
2024-06-10 07:05:00,20,130,3,Family,None,244,266,205,216,3,0.72,135
2024-06-17 07:05:00,26,211,4,Deluxe,Concert,277,203,191,181,3,0.73,128
2024-08-19 10:00:00,24,130,5,Suite,None,208,180,185,175,6,0.77,152
2024-05-28 14:45:00,22,138,4,Suite,None,255,274,189,296,6,0.83,165
2024-10-08 16:55:00,18,216,2,Deluxe,None,330,320,281,315,4,0.85,168
2024-06-24 07:05:00,23,163,2,Family,None,329,263,290,228,5,0.83,166
2024-06-30 09:20:00,21,192,2,Suite,Vacations,330,292,299,236,6,0.91,166
2024-08-20 10:00:00,24,176,1,Deluxe,None,330,320,304,315,5,0.73,159
2024-08-15 10:00:00,22,175,3,Suite,None,270,197,285,230,4,0.86,460
2024-05-03 14:45:00,21,214,4,Family,None,230,229,187,208,3,0.81,134
2024-10-12 16:55:00,23,148,1,Deluxe,None,253,240,193,185,3,0.72,156
2024-05-28 14:45:00,23,220,2,Family,None,330,268,295,315,5,0.82,120
2024-05-12 14:30:00,28,220,2,Deluxe,None,330,282,325,315,5,0.85,135
2024-06-07 09:20:00,25,153,3,Suite,None,246,216,255,217,5,0.86,460
2024-05-06 14:45:00,26,220,2,Suite,Concert,330,317,325,315,3,0.82,166
2024-07-22 15:35:00,24,205,3,Suite,None,274,220,191,180,4,0.72,162
2024-05-12 14:30:00,23,166,4,Family,None,252,216,254,179,3,0.72,134
2024-08-08 08:10:00,23,220,1,Deluxe,None,330,205,320,315,5,0.87,185
2024-05-28 14:45:00,20,189,2,Deluxe,None,330,264,223,288,5,0.83,157
2024-09-02 08:20:00,24,166,2,Suite,None,330,320,303,315,5,0.72,151
2024-07-16 10:00:00,25,208,2,Deluxe,None,330,304,292,310,4,0.85,139
2024-10-20 16:55:00,20,172,5,Suite,None,237,233,185,218,3,0.77,145
2024-05-01 14:45:00,21,206,1,Suite,None,330,247,185,282,5,0.83,144
2024-06-24 07:05:00,24,181,2,Suite,Concert,330,317,297,315,4,0.85,172
2024-06-24 07:05:00,23,174,3,Deluxe,Vacations,330,320,324,300,5,0.85,160
2024-08-01 08:10:00,27,211,1,Deluxe,None,330,320,316,315,4,0.81,160
2024-11-15 12:30:00,23,130,4,Family,None,218,206,193,175,3,0.8,163
2024-08-25 10:00:00,24,188,4,Family,Concert,298,235,212,314,5,0.72,150
2024-08-11 08:10:00,22,220,4,Deluxe,None,324,320,279,315,5,0.83,460
2024-06-05 09:20:00,27,220,4,Suite,None,285,281,325,287,5,0.85,149
2024-07-27 15:35:00,21,220,1,Suite,None,202,320,256,304,6,0.83,179
2024-06-19 07:05:00,24,176,4,Deluxe,None,234,236,210,194,3,0.87,129
2024-05-02 14:45:00,17,177,4,Deluxe,Concert,330,320,289,315,4,0.82,140
2024-06-26 09:20:00,27,220,2,Deluxe,None,330,320,303,315,5,0.81,132
2024-09-02 11:40:00,24,181,2,Suite,None,328,320,289,291,5,0.83,127
2024-08-06 08:10:00,25,198,1,Deluxe,None,316,320,302,315,5,0.82,158
2024-11-15 12:30:00,20,130,5,Family,None,190,234,185,175,3,0.72,130
2024-05-24 15:35:00,21,130,5,Suite,Concert,190,180,185,175,7,0.78,460
2024-09-06 11:40:00,20,161,4,Suite,None,309,222,277,282,4,0.9,133
2024-06-24 07:05:00,22,220,3,Suite,Concert,330,182,259,309,3,0.81,161
2024-10-11 16:55:00,21,220,4,Suite,None,312,273,254,293,6,0.9,150
2024-10-25 12:30:00,25,139,5,Suite,None,259,275,185,176,3,0.72,131
2024-08-15 10:00:00,23,140,3,Family,None,251,210,209,189,5,0.76,138
2024-06-28 07:05:00,20,137,2,Family,None,205,205,210,215,4,0.72,169
2024-07-22 15:35:00,19,148,4,Suite,None,271,185,285,175,6,0.77,423
2024-11-05 09:10:00,22,151,4,Suite,Vacations,275,205,205,187,3,0.77,120
2024-09-06 11:40:00,21,130,4,Deluxe,None,256,270,190,192,5,0.72,312
2024-06-07 09:20:00,21,135,3,Family,None,320,209,185,197,6,0.8,151
2024-09-06 11:40:00,20,137,3,Suite,None,330,197,265,315,3,0.88,154
2024-08-26 10:00:00,18,212,1,Deluxe,None,330,254,265,292,5,0.82,165
2024-10-14 13:40:00,28,145,4,Deluxe,None,223,293,185,175,6,0.72,155
2024-11-05 09:10:00,22,137,4,Deluxe,None,321,217,300,199,6,0.82,131
2024-08-11 08:10:00,25,140,3,Deluxe,None,278,220,212,309,3,0.74,141
2024-10-08 16:55:00,20,216,2,Suite,None,265,197,280,202,5,0.86,126
2024-06-24 07:05:00,21,198,3,Deluxe,None,330,293,302,303,3,0.82,170
2024-09-18 10:00:00,28,167,4,Suite,None,255,249,254,219,4,0.9,162
2024-08-25 10:00:00,21,220,3,Family,None,330,320,320,294,5,0.88,120
2024-09-06 11:40:00,23,154,3,Suite,None,272,193,325,234,6,0.8,148
2024-10-12 16:55:00,22,193,3,Deluxe,None,301,320,231,301,5,0.85,148
2024-09-05 11:40:00,20,191,2,Deluxe,None,313,297,291,216,6,0.85,168
2024-08-11 08:10:00,23,216,3,Suite,None,314,320,322,315,3,0.72,163
2024-10-16 16:55:00,26,154,3,Suite,None,304,278,246,268,3,0.77,120
2024-10-06 16:55:00,20,170,4,Suite,None,258,259,190,284,3,0.72,120
2024-08-27 17:55:00,24,130,4,Deluxe,Vacations,251,237,193,246,3,0.72,120
2024-06-22 07:05:00,28,134,3,Family,None,209,226,185,195,6,0.72,141
2024-07-27 15:35:00,28,194,4,Deluxe,None,330,320,295,288,5,0.81,120
2024-09-14 11:40:00,20,151,3,Family,None,287,186,222,199,4,0.79,156
2024-06-23 07:05:00,26,198,4,Suite,Concert,285,280,214,315,3,0.72,120
2024-07-18 10:45:00,23,156,4,Family,None,330,307,295,267,5,0.85,158
2024-05-02 14:45:00,27,133,5,Family,None,263,188,185,228,3,0.79,197
2024-08-11 08:10:00,23,130,3,Family,None,280,238,185,191,3,0.84,127
2024-05-02 14:45:00,24,131,3,Suite,None,242,207,185,175,3,0.77,120
2024-11-01 12:30:00,22,206,1,Family,None,328,254,275,263,5,0.8,151
2024-07-27 15:35:00,25,170,2,Deluxe,None,330,218,325,213,5,0.76,167
2024-05-12 14:30:00,25,130,3,Family,None,233,193,207,192,3,0.77,147
2024-08-11 08:10:00,22,197,3,Family,None,261,224,267,259,7,0.88,176
2024-08-03 08:10:00,25,159,4,Deluxe,None,318,302,325,311,4,0.85,167
2024-09-29 07:05:00,19,189,5,Suite,None,330,252,234,206,7,0.76,149
2024-10-16 16:55:00,20,132,4,Suite,None,205,236,200,202,4,0.77,131
2024-09-30 11:40:00,23,147,4,Deluxe,None,330,229,325,296,4,0.92,153
2024-07-19 15:35:00,22,220,2,Family,None,330,320,324,292,5,0.82,142
2024-05-06 14:45:00,27,220,2,Deluxe,None,330,300,320,309,5,0.82,187
2024-09-12 11:40:00,24,163,3,Suite,None,280,180,235,223,4,0.78,134
2024-05-06 14:45:00,24,147,2,Deluxe,Concert,330,320,289,315,5,0.8,145
2024-09-02 08:20:00,23,130,3,Family,Vacations,211,220,210,175,3,0.86,133
2024-09-06 11:40:00,20,220,2,Suite,None,330,320,325,221,6,0.85,172
2024-08-19 10:00:00,23,178,2,Suite,None,330,320,325,286,5,0.82,171
2024-10-18 16:55:00,21,130,4,Family,None,198,211,219,179,3,0.91,165
2024-06-16 09:20:00,28,207,2,Family,None,330,320,325,314,4,0.8,162
2024-05-06 14:45:00,24,220,2,Suite,None,330,320,325,299,5,0.86,148
2024-05-02 14:45:00,23,203,4,Deluxe,None,330,299,273,315,5,0.82,165
2024-05-28 14:45:00,19,169,3,Suite,Concert,330,305,325,255,5,0.8,169
2024-08-26 10:00:00,24,197,2,Deluxe,None,324,314,285,259,5,0.82,130
2024-07-26 15:35:00,27,182,3,Suite,None,274,238,218,255,5,0.73,159
2024-09-04 11:40:00,21,130,3,Suite,None,273,267,191,243,3,0.81,129
2024-11-30 12:30:00,27,220,1,Deluxe,Concert,313,197,325,269,3,0.84,141
2024-06-17 07:05:00,19,220,4,Deluxe,None,330,283,297,299,6,0.72,140
2024-11-01 12:30:00,23,189,4,Suite,None,225,223,220,175,6,0.75,143
2024-08-27 17:55:00,26,130,3,Family,None,208,243,185,175,3,0.72,162
2024-05-12 14:30:00,20,199,2,Deluxe,Vacations,330,320,306,287,5,0.86,130
2024-11-01 12:30:00,22,220,4,Suite,None,330,320,307,315,5,0.82,137
2024-08-11 08:10:00,24,199,2,Suite,None,330,312,298,306,5,0.83,121
2024-11-27 12:30:00,21,206,4,Deluxe,None,330,295,325,294,5,0.72,162
2024-05-04 14:45:00,27,182,3,Deluxe,Concert,330,224,277,289,5,0.82,120
2024-11-03 12:30:00,19,157,2,Suite,None,226,210,211,175,3,0.84,124
2024-06-13 09:20:00,26,130,3,Family,None,223,180,229,213,4,0.73,122
2024-10-30 12:30:00,24,197,2,Family,None,327,294,308,315,5,0.83,153
2024-05-02 14:45:00,25,211,4,Suite,None,330,210,317,286,5,0.83,128
2024-11-01 12:30:00,23,130,3,Family,None,198,180,185,206,4,0.79,159
2024-07-27 15:35:00,25,207,3,Suite,None,300,224,288,309,3,0.76,153
2024-05-09 14:15:00,22,220,1,Suite,None,330,320,325,312,5,0.85,150
2024-11-26 12:30:00,22,159,3,Suite,None,248,239,241,239,6,0.74,153
2024-05-04 14:45:00,20,220,2,Deluxe,None,303,265,325,315,5,0.86,161
2024-07-03 08:40:00,20,220,2,Suite,None,330,300,300,312,5,0.83,151
2024-05-31 14:45:00,26,130,3,Family,None,190,180,189,175,7,0.91,380
2024-08-21 10:00:00,23,130,4,Deluxe,None,307,255,185,191,3,0.83,135
2024-06-09 09:20:00,27,139,5,Suite,None,298,294,185,279,5,0.81,120
2024-05-24 15:35:00,22,199,4,Deluxe,None,330,318,205,241,3,0.78,149
2024-08-25 10:00:00,20,130,3,Family,Vacations,307,243,221,245,5,0.73,165
2024-06-20 07:05:00,22,158,3,Suite,None,270,206,308,191,6,0.82,153
2024-08-27 17:55:00,25,199,2,Deluxe,None,330,207,303,283,5,0.83,171
2024-07-29 07:05:00,19,157,3,Family,None,223,259,185,229,5,0.72,120
2024-06-13 09:20:00,18,175,3,Suite,None,190,206,228,214,4,0.81,170
2024-09-29 07:05:00,23,220,2,Suite,None,330,254,251,256,6,0.76,137
2024-09-12 11:40:00,26,169,3,Family,None,241,213,196,254,5,0.91,158
2024-08-25 10:00:00,24,180,3,Family,None,330,257,298,286,6,0.83,143
2024-06-21 07:05:00,22,130,3,Suite,None,208,234,185,184,6,0.81,310
2024-06-30 09:20:00,24,140,3,Family,None,226,193,218,187,4,0.73,159
2024-08-03 08:10:00,27,170,1,Family,None,265,240,185,208,3,0.74,138
2024-06-23 07:05:00,22,164,3,Suite,None,200,247,244,197,3,0.83,163
2024-05-09 14:15:00,21,187,5,Suite,None,264,261,278,220,6,0.72,438
2024-05-04 14:45:00,22,142,5,Family,None,241,222,185,218,3,0.72,148
2024-08-14 08:10:00,21,219,1,Deluxe,None,330,320,325,251,5,0.83,171
2024-09-06 11:40:00,26,131,4,Family,None,217,219,233,182,6,0.73,181
2024-07-22 15:35:00,20,194,4,Deluxe,Concert,311,273,185,274,5,0.82,130
2024-05-28 14:45:00,23,130,4,Family,None,213,180,185,175,3,0.74,368
2024-09-14 11:40:00,22,130,5,Family,None,264,250,185,254,3,0.72,157
2024-08-03 08:10:00,21,220,5,Suite,None,330,320,312,302,4,0.82,122
2024-05-03 14:45:00,21,214,3,Deluxe,None,330,311,254,295,5,0.83,160
2024-06-22 07:05:00,21,162,4,Family,None,232,251,185,207,6,0.72,138
2024-05-28 14:45:00,25,154,4,Family,None,218,180,200,182,3,0.9,152
2024-06-07 09:20:00,25,156,3,Deluxe,None,245,242,190,175,5,0.83,156
2024-08-10 16:05:00,24,143,4,Deluxe,None,285,235,185,185,4,0.85,142
2024-06-21 07:05:00,22,188,4,Suite,None,220,209,185,175,5,0.88,460
2024-09-29 07:05:00,23,171,5,Suite,None,253,206,209,184,5,0.72,144
2024-07-29 07:05:00,25,130,4,Deluxe,None,283,191,185,175,3,0.75,139
2024-10-16 16:55:00,25,130,5,Family,None,239,180,193,222,3,0.73,143
2024-08-11 08:10:00,20,147,4,Deluxe,Concert,270,223,242,276,5,0.75,152
2024-06-21 07:05:00,19,207,3,Suite,None,290,251,185,243,4,0.77,160
2024-11-28 12:30:00,25,158,1,Deluxe,None,279,229,289,218,5,0.84,146
2024-10-08 16:55:00,24,220,2,Suite,None,330,320,319,292,5,0.82,186
2024-06-06 09:20:00,22,183,4,Deluxe,None,329,290,185,185,3,0.82,139
2024-08-05 08:10:00,26,220,3,Deluxe,None,330,291,325,315,5,0.79,178
2024-05-06 14:45:00,22,176,3,Suite,None,253,197,192,243,5,0.78,135
2024-07-26 15:35:00,21,171,4,Suite,None,286,238,264,293,3,0.8,444
2024-05-28 14:45:00,24,162,4,Suite,Concert,330,288,279,312,5,0.82,127
2024-08-19 10:00:00,25,141,4,Family,None,330,290,227,214,3,0.87,163
2024-09-14 11:40:00,18,130,5,Deluxe,None,266,201,185,175,4,0.87,136
2024-06-17 07:05:00,20,130,3,Family,None,237,229,186,238,3,0.73,141
